Source,Destination,Weight
C0849850,C0948094,1.0
C1443924,C0235309,2.0
C1443924,C0344375,1.0
C1443924,C0018834,1.0
C1443924,C0008031,1.0
C1443924,C0042963,2.0
C1443924,C0392674,1.0
C1443924,C0039070,1.0
C1443924,C0040822,1.0
C1443924,C0848290,1.0
C1443924,C0344232,1.0
C1443924,C0474496,1.0
C1443924,C0497293,1.0
C0235309,C0344375,3.0
C0235309,C0231218,6.0
C0235309,C1321898,1.0
C0235309,C0018834,3.0
C0235309,C0600142,2.0
C0235309,C0013404,2.0
C0235309,C0234238,2.0
C0235309,C0232495,1.0
C0235309,C0027769,4.0
C0235309,C0042963,4.0
C0235309,C0741426,1.0
C0235309,C0392674,7.0
C0235309,C0020175,3.0
C0235309,C0221512,3.0
C0235309,C1579931,2.0
C0235309,C0917801,1.0
C0235309,C0039070,3.0
C0235309,C0016204,3.0
C0235309,C0000729,2.0
C0235309,C0016382,1.0
C0235309,C2242996,1.0
C0235309,C2129214,6.0
C0235309,C0040822,2.0
C0235309,C0151315,1.0
C0235309,C0037088,1.0
C0235309,C0744318,1.0
C0235309,C0014724,3.0
C0235309,C0003862,4.0
C0235309,C0036572,3.0
C0235309,C0700184,1.0
C0235309,C0850045,1.0
C0235309,C0042571,2.0
C0235309,C0851121,1.0
C0235309,C0220870,2.0
C0235309,C0278141,1.0
C0235309,C0232431,1.0
C0235309,C0848290,1.0
C0235309,C0235710,1.0
C0235309,C0028081,2.0
C0235309,C0857257,1.0
C0235309,C0232602,1.0
C0235309,C0087169,1.0
C0235309,C0085631,1.0
C0235309,C0581870,1.0
C0235309,C0574002,1.0
C0235309,C0344232,3.0
C0235309,C0085632,1.0
C0235309,C0015468,1.0
C0235309,C0564823,1.0
C0235309,C0151786,2.0
C0235309,C0858665,1.0
C0235309,C0019079,1.0
C0235309,C0439053,1.0
C0235309,C0239836,1.0
C0235309,C2945698,1.0
C0235309,C0423571,1.0
C0235309,C0235150,1.0
C0235309,C0455770,1.0
C0235309,C0849640,1.0
C0235309,C0149651,4.0
C0235309,C0857071,1.0
C0235309,C1768507,1.0
C0235309,C0458118,1.0
C0344375,C0231218,2.0
C0344375,C0018834,1.0
C0344375,C0024902,1.0
C0344375,C0234238,1.0
C0344375,C0027769,1.0
C0344375,C0042963,3.0
C0344375,C0221512,3.0
C0344375,C0000729,2.0
C0344375,C2242996,1.0
C0344375,C0312414,1.0
C0344375,C0278007,1.0
C0344375,C2129214,1.0
C0344375,C0857027,1.0
C0344375,C0220870,2.0
C0344375,C1517205,1.0
C0344375,C0476270,1.0
C0344375,C0232492,1.0
C0344375,C0426623,2.0
C0344375,C0087169,1.0
C0344375,C0233763,1.0
C0344375,C0013456,1.0
C0344375,C3640014,1.0
C0344375,C0240352,1.0
C0007939,C0392171,1.0
C0007939,C0027769,1.0
C0007939,C0423736,1.0
C0392171,C1260880,1.0
C0392171,C0231218,4.0
C0392171,C0039591,2.0
C0392171,C0018834,1.0
C0392171,C0600142,1.0
C0392171,C0013404,1.0
C0392171,C0234238,4.0
C0392171,C0232495,1.0
C0392171,C0042963,3.0
C0392171,C0221512,2.0
C0392171,C1579931,1.0
C0392171,C0917801,1.0
C0392171,C0039070,2.0
C0392171,C0302539,1.0
C0392171,C0151908,1.0
C0392171,C2242996,2.0
C0392171,C0023380,1.0
C0392171,C0040822,3.0
C0392171,C0232292,1.0
C0392171,C0085593,1.0
C0392171,C0037088,1.0
C0392171,C0003862,3.0
C0392171,C0741585,2.0
C0392171,C0042571,1.0
C0392171,C0857027,2.0
C0392171,C0522067,1.0
C0392171,C0152447,1.0
C0392171,C0220870,1.0
C0392171,C0007859,1.0
C0392171,C0240717,1.0
C0392171,C0423736,1.0
C0392171,C0240805,1.0
C0392171,C0238995,2.0
C0392171,C0312422,1.0
C0392171,C0859371,1.0
C0392171,C0087169,1.0
C0392171,C0036396,1.0
C0392171,C0542476,1.0
C0392171,C0085636,1.0
C0392171,C0009269,1.0
C0392171,C0578687,1.0
C0392171,C0019825,1.0
C0392171,C0239833,1.0
C0392171,C0241374,1.0
C0392171,C0241727,1.0
C0392171,C0847550,1.0
C1260880,C0231218,2.0
C1260880,C0863105,1.0
C1260880,C0018834,1.0
C1260880,C0008031,2.0
C1260880,C0234238,1.0
C1260880,C0042963,1.0
C1260880,C0741426,1.0
C1260880,C0221512,2.0
C1260880,C2242996,1.0
C1260880,C0040822,1.0
C1260880,C3257803,1.0
C1260880,C0518214,1.0
C1260880,C0151315,1.0
C1260880,C0085593,2.0
C1260880,C0014724,2.0
C1260880,C0741585,1.0
C1260880,C0027424,1.0
C1260880,C0847554,1.0
C1260880,C0235239,1.0
C1260880,C0220870,1.0
C1260880,C0036396,1.0
C1260880,C0015468,1.0
C1260880,C0848633,1.0
C1260880,C0010201,1.0
C1260880,C0013456,1.0
C1260880,C0850149,1.0
C1260880,C0849791,1.0
C1260880,C0426484,1.0
C1260880,C2029681,1.0
C1260880,C2220244,1.0
C0231218,C1321898,3.0
C0231218,C0039591,1.0
C0231218,C0497481,2.0
C0231218,C0018834,5.0
C0231218,C0278139,2.0
C0231218,C1321587,5.0
C0231218,C0024902,1.0
C0231218,C0268988,1.0
C0231218,C0008031,7.0
C0231218,C0600142,1.0
C0231218,C0037763,4.0
C0231218,C0795691,4.0
C0231218,C0037011,1.0
C0231218,C0236082,2.0
C0231218,C0013404,9.0
C0231218,C0234238,11.0
C0231218,C0232495,1.0
C0231218,C0027769,6.0
C0231218,C0042963,10.0
C0231218,C0741426,1.0
C0231218,C1579838,1.0
C0231218,C0392674,9.0
C0231218,C0020175,7.0
C0231218,C0221512,10.0
C0231218,C1579931,2.0
C0231218,C0917801,3.0
C0231218,C0235108,1.0
C0231218,C0039070,7.0
C0231218,C0302539,2.0
C0231218,C0016204,1.0
C0231218,C0016382,5.0
C0231218,C0748706,5.0
C0231218,C0151908,2.0
C0231218,C2242996,8.0
C0231218,C0577573,4.0
C0231218,C0023380,2.0
C0231218,C0312414,1.0
C0231218,C0013395,1.0
C0231218,C0232861,1.0
C0231218,C0577100,1.0
C0231218,C0278145,2.0
C0231218,C2129214,1.0
C0231218,C0040822,8.0
C0231218,C0751372,2.0
C0231218,C0518214,2.0
C0231218,C0151315,1.0
C0231218,C0232292,1.0
C0231218,C0085593,5.0
C0231218,C0037088,8.0
C0231218,C0558921,2.0
C0231218,C0014724,5.0
C0231218,C0003862,5.0
C0231218,C0741585,3.0
C0231218,C0036572,4.0
C0231218,C0030794,3.0
C0231218,C0850045,1.0
C0231218,C0027424,2.0
C0231218,C0849852,1.0
C0231218,C0857057,1.0
C0231218,C0004604,10.0
C0231218,C0042571,4.0
C0231218,C0549299,1.0
C0231218,C0281856,3.0
C0231218,C0857027,2.0
C0231218,C0522067,1.0
C0231218,C0847554,1.0
C0231218,C0278144,2.0
C0231218,C0034886,1.0
C0231218,C0235129,3.0
C0231218,C0812426,2.0
C0231218,C0851121,1.0
C0231218,C0221170,2.0
C0231218,C0013428,1.0
C0231218,C0152447,1.0
C0231218,C0220870,2.0
C0231218,C0278141,2.0
C0231218,C0007859,1.0
C0231218,C0232431,1.0
C0231218,C0278148,2.0
C0231218,C0234230,3.0
C0231218,C0423736,3.0
C0231218,C0848283,3.0
C0231218,C0239377,1.0
C0231218,C0028643,2.0
C0231218,C1517205,2.0
C0231218,C0848290,1.0
C0231218,C0239783,2.0
C0231218,C0235710,4.0
C0231218,C0235162,1.0
C0231218,C0232487,2.0
C0231218,C0028081,2.0
C0231218,C0241745,1.0
C0231218,C1096300,1.0
C0231218,C0877605,1.0
C0231218,C0231749,1.0
C0231218,C0312422,1.0
C0231218,C0849959,1.0
C0231218,C0241039,1.0
C0231218,C0150055,3.0
C0231218,C0848168,1.0
C0231218,C0425449,2.0
C0231218,C0232492,1.0
C0231218,C0028084,1.0
C0231218,C0314719,1.0
C0231218,C0541887,1.0
C0231218,C0564820,1.0
C0231218,C0234229,1.0
C0231218,C0086132,2.0
C0231218,C0087169,3.0
C0231218,C0019559,1.0
C0231218,C0848241,1.0
C0231218,C0085631,3.0
C0231218,C0877716,1.0
C0231218,C0751295,1.0
C0231218,C0023222,3.0
C0231218,C0016512,1.0
C0231218,C0015644,2.0
C0231218,C0234254,1.0
C0231218,C0236000,3.0
C0231218,C0344232,3.0
C0231218,C0549263,1.0
C0231218,C0234369,1.0
C0231218,C0015468,1.0
C0231218,C0564823,1.0
C0231218,C0563275,1.0
C0231218,C0857177,1.0
C0231218,C1704276,1.0
C0231218,C0026961,1.0
C0231218,C0858665,1.0
C0231218,C0085636,2.0
C0231218,C0239649,1.0
C0231218,C0239266,1.0
C0231218,C0423006,1.0
C0231218,C0427149,1.0
C0231218,C0439053,1.0
C0231218,C0239836,1.0
C0231218,C0278146,1.0
C0231218,C0270996,1.0
C0231218,C0232471,2.0
C0231218,C2945698,1.0
C0231218,C0241705,1.0
C0231218,C0549391,1.0
C0231218,C0232849,2.0
C0231218,C0848633,4.0
C0231218,C0235267,2.0
C0231218,C0578687,1.0
C0231218,C0700590,1.0
C0231218,C0423571,2.0
C0231218,C0013456,2.0
C0231218,C2370950,1.0
C0231218,C0850149,3.0
C0231218,C0863104,1.0
C0231218,C0235234,1.0
C0231218,C2364135,2.0
C0231218,C0032781,2.0
C0231218,C0019825,1.0
C0231218,C0240940,1.0
C0231218,C3640008,1.0
C0231218,C0574068,1.0
C0231218,C0235706,2.0
C0231218,C1096446,1.0
C0231218,C0948786,1.0
C0231218,C0236040,1.0
C0231218,C0549343,2.0
C0231218,C0233844,1.0
C0231218,C0700153,1.0
C0231218,C0239832,1.0
C0231218,C0521516,1.0
C0231218,C0742339,1.0
C0231218,C0030552,1.0
C0231218,C0239772,1.0
C0231218,C0426484,1.0
C0231218,C0231811,1.0
C0231218,C2228803,1.0
C0231218,C0564822,1.0
C0231218,C0743229,1.0
C0231218,C0017672,1.0
C0231218,C0034642,2.0
C0231218,C0235283,1.0
C0231218,C0849911,1.0
C0231218,C0848337,1.0
C0231218,C0241050,1.0
C0231218,C0021479,1.0
C0231218,C0239375,1.0
C0231218,C0152165,1.0
C0231218,C0522251,1.0
C0231218,C0858277,1.0
C0231218,C2032146,1.0
C0231218,C0426649,1.0
C0231218,C0282005,1.0
C0231218,C0406671,1.0
C0231218,C0549386,1.0
C0231218,C0848720,1.0
C0231218,C0847550,1.0
C0231218,C1096596,1.0
C0231218,C0744648,1.0
C0231218,C0423575,1.0
C0231218,C0239886,1.0
C0231218,C0236080,1.0
C1321898,C0018834,1.0
C1321898,C1321587,1.0
C1321898,C0013404,1.0
C1321898,C0234238,2.0
C1321898,C0027769,1.0
C1321898,C0042963,2.0
C1321898,C0221512,3.0
C1321898,C0039070,1.0
C1321898,C0302539,1.0
C1321898,C0748706,3.0
C1321898,C0040822,1.0
C1321898,C0238637,1.0
C1321898,C0014724,1.0
C1321898,C0850045,1.0
C1321898,C0278144,1.0
C1321898,C0848290,1.0
C1321898,C0150055,1.0
C1321898,C0848168,1.0
C1321898,C0232492,1.0
C1321898,C0236000,1.0
C1321898,C0234369,1.0
C1321898,C0520962,3.0
C1321898,C0238552,1.0
C1321898,C1282310,1.0
C0011124,C0858708,1.0
C0011124,C0917801,1.0
C0011124,C0151908,1.0
C0011124,C0023380,2.0
C0011124,C0562483,1.0
C0011124,C0518214,1.0
C0011124,C0028081,1.0
C0011124,C0848241,1.0
C0011124,C0751295,1.0
C0011124,C0240327,1.0
C0858708,C0235524,1.0
C0863105,C0037763,1.0
C0863105,C0234238,1.0
C0863105,C0042963,1.0
C0863105,C0221512,1.0
C0863105,C0151315,1.0
C0863105,C0220870,1.0
C0863105,C0028084,1.0
C0863105,C0013456,1.0
C0863105,C2029681,1.0
C0863105,C2220244,1.0
C0039591,C0013404,1.0
C0039591,C0234238,4.0
C0039591,C0563277,1.0
C0039591,C0232495,2.0
C0039591,C0027769,1.0
C0039591,C0039070,1.0
C0039591,C2242996,1.0
C0039591,C0232861,1.0
C0039591,C0751372,1.0
C0039591,C0235129,1.0
C0039591,C0152447,1.0
C0039591,C0240717,1.0
C0039591,C0425481,1.0
C0039591,C0234254,1.0
C0039591,C2141922,1.0
C0039591,C0282005,1.0
C0497481,C0016382,1.0
C0497481,C0151908,1.0
C0497481,C2242996,1.0
C0497481,C0240812,1.0
C0497481,C0004604,1.0
C0497481,C0013428,1.0
C0497481,C0085594,1.0
C0497481,C0233973,1.0
C0497481,C0028643,2.0
C0497481,C0239667,1.0
C0497481,C2896456,1.0
C0018834,C0278139,1.0
C0018834,C1321587,3.0
C0018834,C0024902,3.0
C0018834,C0008031,8.0
C0018834,C0600142,1.0
C0018834,C0795691,1.0
C0018834,C0013404,3.0
C0018834,C0027769,2.0
C0018834,C0042963,3.0
C0018834,C0392674,1.0
C0018834,C0020175,3.0
C0018834,C0221512,5.0
C0018834,C0917801,2.0
C0018834,C0392678,1.0
C0018834,C0039070,2.0
C0018834,C0016204,1.0
C0018834,C0000729,1.0
C0018834,C0748706,1.0
C0018834,C0151908,1.0
C0018834,C2242996,2.0
C0018834,C0023380,3.0
C0018834,C0559687,1.0
C0018834,C0013395,4.0
C0018834,C2129214,1.0
C0018834,C0040822,3.0
C0018834,C3257803,1.0
C0018834,C0231217,1.0
C0018834,C0232292,1.0
C0018834,C0085593,2.0
C0018834,C0037088,1.0
C0018834,C0014724,9.0
C0018834,C0003862,1.0
C0018834,C0036572,4.0
C0018834,C0030794,1.0
C0018834,C0745411,1.0
C0018834,C0004604,3.0
C0018834,C0042571,1.0
C0018834,C0549299,1.0
C0018834,C0857027,1.0
C0018834,C0278144,1.0
C0018834,C0851121,1.0
C0018834,C0235239,1.0
C0018834,C0220870,2.0
C0018834,C0007859,2.0
C0018834,C0232431,1.0
C0018834,C0235710,1.0
C0018834,C0232517,1.0
C0018834,C0242030,1.0
C0018834,C0241057,1.0
C0018834,C0857257,1.0
C0018834,C0150055,1.0
C0018834,C0425449,1.0
C0018834,C0232492,1.0
C0018834,C0086132,1.0
C0018834,C0085631,1.0
C0018834,C0751295,1.0
C0018834,C0344232,1.0
C0018834,C0085632,1.0
C0018834,C0563275,1.0
C0018834,C0278146,1.0
C0018834,C0232471,1.0
C0018834,C0850149,1.0
C0018834,C0240941,1.0
C0018834,C0235234,1.0
C0018834,C0849791,1.0
C0018834,C0032781,1.0
C0018834,C0156405,1.0
C0018834,C0423600,1.0
C0018834,C0520962,1.0
C0018834,C0238552,1.0
C0018834,C0497293,1.0
C0018834,C0423684,1.0
C0278139,C1321587,1.0
C0278139,C0037763,1.0
C0278139,C0232495,1.0
C0278139,C0751372,1.0
C0278139,C0518214,1.0
C0278139,C0014724,1.0
C0278139,C0036572,1.0
C0278139,C0030794,1.0
C0278139,C0004604,1.0
C0278139,C0221170,1.0
C0278139,C0239725,1.0
C0278139,C0235710,1.0
C0278139,C0086132,1.0
C0278139,C0036396,1.0
C0278139,C0564823,1.0
C0278139,C0239649,1.0
C0278139,C0278146,1.0
C0278139,C0231710,1.0
C0278139,C0241374,1.0
C1321587,C0008031,3.0
C1321587,C0037763,1.0
C1321587,C0013404,4.0
C1321587,C0234238,1.0
C1321587,C0042963,1.0
C1321587,C0221512,1.0
C1321587,C0039070,1.0
C1321587,C0302539,1.0
C1321587,C0016204,1.0
C1321587,C2242996,1.0
C1321587,C0023380,2.0
C1321587,C0040822,3.0
C1321587,C0518214,1.0
C1321587,C0085593,1.0
C1321587,C0037088,3.0
C1321587,C0014724,2.0
C1321587,C0003862,1.0
C1321587,C0036572,1.0
C1321587,C0238741,1.0
C1321587,C0220870,2.0
C1321587,C0848283,1.0
C1321587,C0235710,1.0
C1321587,C0425481,1.0
C1321587,C0848168,2.0
C1321587,C0425449,2.0
C1321587,C0085631,1.0
C1321587,C0236000,1.0
C1321587,C0085632,1.0
C1321587,C0234369,1.0
C1321587,C1704276,1.0
C1321587,C0032781,1.0
C1321587,C0235218,1.0
C1321587,C0549209,1.0
C1321587,C0848717,1.0
C1321587,C0034642,1.0
C1321587,C0235283,1.0
C1321587,C0849911,1.0
C1321587,C0426649,1.0
C0024902,C0438716,3.0
C0024902,C0008031,5.0
C0024902,C0037763,1.0
C0024902,C0013404,2.0
C0024902,C0042963,1.0
C0024902,C1579931,1.0
C0024902,C0392678,1.0
C0024902,C0039070,2.0
C0024902,C0748706,1.0
C0024902,C0312414,1.0
C0024902,C0040822,1.0
C0024902,C0085593,1.0
C0024902,C0014724,2.0
C0024902,C0036572,1.0
C0024902,C0027424,1.0
C0024902,C0004604,1.0
C0024902,C0235129,1.0
C0024902,C0220870,1.0
C0024902,C0232431,1.0
C0024902,C0184567,1.0
C0024902,C0239377,1.0
C0024902,C0235710,1.0
C0024902,C0849959,1.0
C0024902,C0241039,1.0
C0024902,C0043144,1.0
C0024902,C0278146,1.0
C0024902,C0574068,2.0
C0024902,C0858599,1.0
C0024902,C0521516,1.0
C0024902,C0742339,1.0
C0024902,C0423684,1.0
C0438716,C0008031,3.0
C0438716,C0013404,3.0
C0438716,C1579931,1.0
C0438716,C2242996,1.0
C0438716,C0744318,1.0
C0438716,C0007859,2.0
C0438716,C0232431,1.0
C0438716,C0241039,1.0
C0438716,C0423729,1.0
C0438716,C1096593,1.0
C0438716,C0574068,2.0
C0438716,C0854148,1.0
C0268988,C0423736,1.0
C0008031,C0600142,3.0
C0008031,C0795691,3.0
C0008031,C0541828,1.0
C0008031,C0013404,10.0
C0008031,C0234238,3.0
C0008031,C0027769,3.0
C0008031,C0042963,2.0
C0008031,C0221512,2.0
C0008031,C0917801,2.0
C0008031,C0039070,4.0
C0008031,C0302539,1.0
C0008031,C0016204,1.0
C0008031,C0748706,1.0
C0008031,C2242996,3.0
C0008031,C0013395,2.0
C0008031,C0278145,2.0
C0008031,C0040822,1.0
C0008031,C0231217,1.0
C0008031,C0518214,2.0
C0008031,C0232292,4.0
C0008031,C0085593,2.0
C0008031,C0037088,6.0
C0008031,C0744318,1.0
C0008031,C0014724,6.0
C0008031,C0003862,4.0
C0008031,C0741585,2.0
C0008031,C0036572,4.0
C0008031,C0004604,3.0
C0008031,C0042571,2.0
C0008031,C0847554,1.0
C0008031,C0278144,2.0
C0008031,C0220870,4.0
C0008031,C0007859,2.0
C0008031,C0232431,1.0
C0008031,C0184567,1.0
C0008031,C0232285,1.0
C0008031,C0239377,3.0
C0008031,C0028643,3.0
C0008031,C0235710,1.0
C0008031,C0238995,1.0
C0008031,C0232517,1.0
C0008031,C0849970,1.0
C0008031,C0427008,1.0
C0008031,C0241039,2.0
C0008031,C0150055,1.0
C0008031,C0848168,1.0
C0008031,C0028084,2.0
C0008031,C0235240,1.0
C0008031,C0564820,2.0
C0008031,C0234255,2.0
C0008031,C0238740,1.0
C0008031,C0087169,2.0
C0008031,C0581394,1.0
C0008031,C0751295,1.0
C0008031,C0015644,1.0
C0008031,C0344232,4.0
C0008031,C0234369,1.0
C0008031,C0027796,1.0
C0008031,C0151786,1.0
C0008031,C0278146,1.0
C0008031,C0232471,1.0
C0008031,C0150841,1.0
C0008031,C0240327,1.0
C0008031,C1096593,1.0
C0008031,C0151827,1.0
C0008031,C0018520,1.0
C0008031,C0574068,1.0
C0008031,C0857233,1.0
C0008031,C0221758,1.0
C0008031,C0700153,1.0
C0008031,C0232289,1.0
C0008031,C0231655,1.0
C0008031,C0497293,1.0
C0008031,C0235160,1.0
C0008031,C2202100,1.0
C0008031,C0858277,1.0
C0008031,C0264345,1.0
C0008031,C0152031,1.0
C0008031,C0740398,1.0
C0008031,C0587056,1.0
C0600142,C0013404,1.0
C0600142,C0042963,2.0
C0600142,C0392674,2.0
C0600142,C0020175,1.0
C0600142,C0221512,1.0
C0600142,C1579931,1.0
C0600142,C0917801,5.0
C0600142,C0039070,1.0
C0600142,C0302539,1.0
C0600142,C0016204,1.0
C0600142,C0016382,2.0
C0600142,C0023380,1.0
C0600142,C0278145,1.0
C0600142,C0040822,2.0
C0600142,C3257803,1.0
C0600142,C0085593,2.0
C0600142,C0037088,1.0
C0600142,C0003862,5.0
C0600142,C0036572,1.0
C0600142,C0238741,1.0
C0600142,C0850045,1.0
C0600142,C0004604,2.0
C0600142,C0042571,3.0
C0600142,C0558489,1.0
C0600142,C0220870,1.0
C0600142,C0007859,1.0
C0600142,C0232431,2.0
C0600142,C0235710,1.0
C0600142,C0028081,6.0
C0600142,C0241057,1.0
C0600142,C0150055,1.0
C0600142,C0235240,1.0
C0600142,C0232602,1.0
C0600142,C0238740,1.0
C0600142,C0849668,2.0
C0600142,C0085631,2.0
C0600142,C0023222,1.0
C0600142,C0344232,2.0
C0600142,C0234369,1.0
C0600142,C0564823,1.0
C0600142,C0849963,1.0
C0600142,C0235004,1.0
C0600142,C0581879,1.0
C0600142,C0239589,1.0
C0600142,C0236075,1.0
C0600142,C0235150,1.0
C0600142,C0240941,1.0
C0600142,C0877487,1.0
C0037763,C0795691,1.0
C0037763,C0234238,3.0
C0037763,C0392674,1.0
C0037763,C0917801,1.0
C0037763,C0039070,3.0
C0037763,C0302539,1.0
C0037763,C0016382,1.0
C0037763,C2242996,4.0
C0037763,C0577573,1.0
C0037763,C0040822,6.0
C0037763,C0751372,2.0
C0037763,C0518214,1.0
C0037763,C0003862,1.0
C0037763,C0741585,1.0
C0037763,C0036572,3.0
C0037763,C0030794,1.0
C0037763,C0857057,1.0
C0037763,C0004604,3.0
C0037763,C0042571,1.0
C0037763,C0034886,1.0
C0037763,C0221170,3.0
C0037763,C0007859,2.0
C0037763,C0232431,1.0
C0037763,C0234230,1.0
C0037763,C0184567,1.0
C0037763,C0239377,1.0
C0037763,C0028643,5.0
C0037763,C1517205,1.0
C0037763,C0563278,1.0
C0037763,C0427008,2.0
C0037763,C0241057,1.0
C0037763,C0150055,1.0
C0037763,C0036396,2.0
C0037763,C0023218,1.0
C0037763,C0016512,1.0
C0037763,C0015644,1.0
C0037763,C0040460,1.0
C0037763,C0564823,1.0
C0037763,C0151786,1.0
C0037763,C1704276,1.0
C0037763,C0085636,1.0
C0037763,C0239649,1.0
C0037763,C0278146,1.0
C0037763,C0270996,1.0
C0037763,C2370950,1.0
C0037763,C0151827,1.0
C0037763,C0231710,1.0
C0037763,C0235031,1.0
C0037763,C0700153,1.0
C0037763,C0241374,1.0
C0037763,C0877487,1.0
C0037763,C0235002,1.0
C0037763,C0751409,1.0
C0037763,C0850674,2.0
C0037763,C0427086,2.0
C0037763,C0426649,1.0
C0037763,C0751190,1.0
C0795691,C0541828,1.0
C0795691,C0013404,5.0
C0795691,C0027769,2.0
C0795691,C0392674,1.0
C0795691,C0221512,2.0
C0795691,C0235108,1.0
C0795691,C0748706,1.0
C0795691,C0023380,1.0
C0795691,C0040822,2.0
C0795691,C0751372,1.0
C0795691,C0151315,1.0
C0795691,C0036572,4.0
C0795691,C0849852,1.0
C0795691,C0042571,2.0
C0795691,C0857027,1.0
C0795691,C0235239,2.0
C0795691,C0427008,1.0
C0795691,C0425449,1.0
C0795691,C0564820,1.0
C0795691,C0235004,2.0
C0795691,C0005858,1.0
C0795691,C0043144,1.0
C0795691,C0019079,1.0
C0795691,C0235267,1.0
C0795691,C0013456,1.0
C0795691,C0221758,1.0
C0795691,C0232289,1.0
C0795691,C0240564,1.0
C0795691,C0240735,1.0
C0037011,C0541828,1.0
C0037011,C0234238,2.0
C0037011,C0042963,1.0
C0037011,C0392674,1.0
C0037011,C0020175,2.0
C0037011,C0917801,1.0
C0037011,C0016204,1.0
C0037011,C0748706,1.0
C0037011,C2242996,4.0
C0037011,C0151315,1.0
C0037011,C0037088,1.0
C0037011,C0231807,1.0
C0037011,C0003862,1.0
C0037011,C0004604,1.0
C0037011,C0281856,1.0
C0037011,C0235129,1.0
C0037011,C0221170,1.0
C0037011,C0007859,2.0
C0037011,C0239377,2.0
C0037011,C0028643,1.0
C0037011,C0239667,1.0
C0037011,C0427008,1.0
C0037011,C0312422,1.0
C0037011,C0564820,1.0
C0037011,C0019559,1.0
C0037011,C0085631,1.0
C0037011,C0751295,1.0
C0037011,C0233488,1.0
C0037011,C0235004,1.0
C0037011,C0858665,1.0
C0037011,C0085636,1.0
C0037011,C0278146,1.0
C0037011,C0581879,1.0
C0037011,C0848633,1.0
C0037011,C0423571,1.0
C0037011,C0549343,1.0
C0037011,C0857160,1.0
C0037011,C0423673,1.0
C0037011,C0239832,1.0
C0037011,C0241044,1.0
C0541828,C0013404,1.0
C0541828,C0751372,1.0
C0541828,C0151315,1.0
C0541828,C0036572,1.0
C0541828,C0004604,1.0
C0541828,C0427008,1.0
C0541828,C0564820,1.0
C0541828,C0221758,1.0
C0236082,C0151908,2.0
C0236082,C0312414,1.0
C0236082,C0278145,1.0
C0236082,C0040822,1.0
C0236082,C0085593,1.0
C0236082,C0003862,1.0
C0236082,C0030794,1.0
C0236082,C0004604,1.0
C0236082,C0281856,1.0
C0236082,C0235706,1.0
C0236082,C1096446,1.0
C0013404,C0234238,3.0
C0013404,C0027769,2.0
C0013404,C0042963,3.0
C0013404,C1579838,1.0
C0013404,C0392674,6.0
C0013404,C0020175,2.0
C0013404,C0221512,2.0
C0013404,C1579931,2.0
C0013404,C0917801,2.0
C0013404,C0039070,6.0
C0013404,C0016204,1.0
C0013404,C0016382,1.0
C0013404,C2242996,2.0
C0013404,C0559687,1.0
C0013404,C0278145,1.0
C0013404,C2129214,2.0
C0013404,C0040822,6.0
C0013404,C0231217,1.0
C0013404,C0518214,1.0
C0013404,C0151315,1.0
C0013404,C0232292,10.0
C0013404,C0085593,4.0
C0013404,C0037088,3.0
C0013404,C0744318,1.0
C0013404,C0014724,2.0
C0013404,C0003862,4.0
C0013404,C0741585,1.0
C0013404,C0036572,9.0
C0013404,C0850045,1.0
C0013404,C0027424,1.0
C0013404,C0857057,1.0
C0013404,C0004604,2.0
C0013404,C0042571,3.0
C0013404,C0857027,2.0
C0013404,C0522067,1.0
C0013404,C0847554,2.0
C0013404,C0278144,1.0
C0013404,C1274925,1.0
C0013404,C0851121,1.0
C0013404,C0221170,1.0
C0013404,C0558489,2.0
C0013404,C0235239,2.0
C0013404,C0220870,1.0
C0013404,C1306878,1.0
C0013404,C0007859,2.0
C0013404,C0232431,1.0
C0013404,C0423736,1.0
C0013404,C0184567,1.0
C0013404,C0232285,1.0
C0013404,C0239377,1.0
C0013404,C0028643,3.0
C0013404,C1517205,1.0
C0013404,C0848290,1.0
C0013404,C0239783,1.0
C0013404,C0235710,1.0
C0013404,C3665346,1.0
C0013404,C0231749,1.0
C0013404,C0427008,2.0
C0013404,C0424489,1.0
C0013404,C0312422,1.0
C0013404,C0849959,1.0
C0013404,C0241039,1.0
C0013404,C0848168,3.0
C0013404,C0425449,6.0
C0013404,C0235240,1.0
C0013404,C0564820,2.0
C0013404,C0423729,1.0
C0013404,C0751295,2.0
C0013404,C0023218,1.0
C0013404,C0023222,2.0
C0013404,C0221776,1.0
C0013404,C0581870,1.0
C0013404,C0015644,1.0
C0013404,C0574002,1.0
C0013404,C0236000,3.0
C0013404,C0344232,2.0
C0013404,C0234369,3.0
C0013404,C0849963,1.0
C0013404,C0240382,1.0
C0013404,C0235004,3.0
C0013404,C0043144,9.0
C0013404,C0423636,1.0
C0013404,C0019079,2.0
C0013404,C0239836,1.0
C0013404,C0278146,1.0
C0013404,C0578454,1.0
C0013404,C2141922,1.0
C0013404,C0235267,3.0
C0013404,C0578687,1.0
C0013404,C0010201,1.0
C0013404,C0235150,2.0
C0013404,C0850149,4.0
C0013404,C0019825,1.0
C0013404,C4042866,1.0
C0013404,C3640008,1.0
C0013404,C0239833,1.0
C0013404,C2032418,1.0
C0013404,C0574068,1.0
C0013404,C0235031,1.0
C0013404,C0240194,1.0
C0013404,C0221758,1.0
C0013404,C0178310,1.0
C0013404,C0149651,1.0
C0013404,C0742339,1.0
