disease,postLink,postHeading,postContent,postTags
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/38338/please-help-me,Please help me...,"I’m a 23 years old man, 2 weeks ago i got and performed an unprotected oral sex but protected sex and im sure that the condom didnt fail because i filled it with water just to check.  1 week after exposure : had discharge and i went to the doctors to get tested for stds, everything came back negative but he gave me antibiotics “TINIDAZOLE and LEVOFLOXACIN” The discharge went after 3 days  3 weeks weeks after exposure: my tongue is yellow, and i have a sore throat with small red dots and a white thing on my uvola  I went to the ENT doctor and he told me its just a bacterial infection. I got worried because thrush means hiv  Keep in mind that im a smoker","Risk Factors , Living & Managing , Possible Exposure , Symptoms , Diagnosis"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/38628/im-scared-and-deperessed,Im scared and deperessed,"I posted a question a couple of days ago and the answers gave me relief My exposure was: 1) Unprotected oral sex "" recieving and giving"" 2) Removing the condom after protected sex and masturbating Anyways: yesterday I went to the doctor because I had a burning sensation on the tip of my peenis, yellow tongue, and I was already on antibiotics for a sore throat.  The doctor ordered a complete blood count test and an HIV antibody test which I did, when I got the results everything was normal except for two thing: 1) Neutrophils are high ( 76% normal would be from 35 - 66 ) 2) Lymphocytes are low ( 13.20%. normal would be 20-45) I got so scared again and anxiety came back about my HIV status although the test came back negative but still, my exposure was 3 weeks ago and this test doesn't mean anything. when I went to the doctor today he said "" Newly HIV infected people usually have a low WBC count and yours is normal"". He dismissed that this is related to HIV because the WBC was normal ?? Once I googled those too, every single forum was pointing at the acute HIV infection symptoms Note: it was my second day on the antibiotic and it was only prescribed for three days. Im scared and overthinking and I don't know what to do... please help me understand and educate me",
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/39024/reused-needle-anxiety,Reused Needle Anxiety,"I'm having anxiety that I may have been infected with a tainted needle while getting my blood drawn. If there was HIV blood in the hollow part of the needle and my blood was drawn and it got sucked into the blood collection tube along with my blood which was hiv negative, during lab testing would the test results come back positive?",
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/5586/excessive-salivation,Excessive salivation,Excessive salivation i've been an instant dependent type one diabetic for 39 years and I recently started to salivate excessively has anybody else?,Type 1 Diabetes
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/5735/fm-cause-to-loose-my-family,Fm cause to loose my family,"My name it's Ileana I'm 43 years old and been suffering from fm for the last 8 years when first was diagnosed with lupus because of the symptoms of fm and took medication for lupus for almost 1 1/2 unroll later on find out I was suffering from fm instead of lupus. I been taking several different chains of medications and now I'm taking lirica 200mg and cymbalta 60mg but i dont feel theynare helping me with nothing in the other hand my Simons have got worst all over my body specially hands, shoulders,neck, lower back, my knees ,ancles and recently I been having lot of severe migrain hedeaches that last for days and don't go away can someone tell me what medicine they are taking and are really helping them? Thank you very much and I hope you all suffering from fibromyalgia can enjoy life and be understand and love because I know what that is. Good luck God bless you and keep working to relieve your pain like me for a better life.",
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/5850/what-do-you-want-to-know-about-diabetes,What Do You Want to Know About Diabetes?,"We want to hear from you. We have lots of content about diabetes, but we want to know firsthand how it affects you. How do you manage your diabetes day to day? What else would you like to know?","Living With , Type 2 Diabetes , Type 1 Diabetes"
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/5520/diagnosis-so-quick,Diagnosis so Quick,"I had a routine blood test that I thought was just for platelet count. Instead it turned out to also include a random blood glucose test. Unfortunately I didn't know that and had a 3 piece KFC meal, fruit punch and honey biscuits on the run literally just before drawing blood. My test showed a 219 glucose. My doctor was quick to say I now have diabetes and need medication. A few days later I re-ran the test, fasted for several hours and got a 101 result. I also took the A1C test and it was 5.5%. My doctor said both results were good and don't indicate diabetes present. Also there is NO glucose in the urine. I thought the A1C test was the determining test. But now he wants me to do the timed sweet liquid test- monitoring each hour for the glucose levels. I questioned that and rater re-run the glucose test in a month and maintain a healthy diet and exercise instead. I would hope if at all I am not diabetic or maybe at worst pre-diabetic and want to stop or reverse any potential diabetic condition and all the meds needed forever. What would you recommend?",
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/5235/type-2-diabetes-taking-buydereon,Type 2 Diabetes taking Buydereon,I am taking Buydereon which is a once a week injection. After the injection there is a small lump at the injection site. Is anyone else experiencing this? Why the lumps?,Type 2 Diabetes
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/5769/shingles,Shingles,I have been getting shingles in the same two very painful areas for about 5 years now usually at least twice a year and I'm only 33 I get it on my butt cheek or between my inner thigh and my vaginas but this time it has came up on the area between my Anus and vigina is there any advice u could give me I don't have insurance so can't really afford to keep going to the Dr everytime it comes back,
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/5069/found-out-i-have-diabetes,Found out I have diabetes,I just found out I have diabetes type two and this is new to me my doctor is giving me medication for Metformin 500 but this new to me. Do I need to get that little machine to check my blood?,Type 2 Diabetes
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/5963/80-yr-old-diabetic-with-a-hernia,80 yr old diabetic with a hernia,"Hello all.. This is my first post. I am attempting to gather some info for my mother. She is, as in the topic line, an 80 yr old diabetic who has been recently diagnosed with a very large hernia. It makes her look pregnant, it's so large. She has been having pain and a lot of hertburn and general malaise. She has health issues, however, she tends to make more of them than is warranted, per doctors discussion. She also has some mental issues that she denies so they go untreated. Her diabetes is poorly controlled. She has been told she is not a candidate for surgery to fix the hernia. So, just like when she was told she has a 50% blockage in heart that requires no treatment, she has taken to her bed, waiting to die. She wants to have the surgery to improve her quality of life in her remaining years. She thinks she could drop dead at any minute. My siblings and I think she's going to live forever. She doesn't know what kind of hernia it is but i would guess that it was caused by straining to move her bowels as she has the constant feeeling of having to ""go"", with very little comes out. My question is how dangerous is the surgery..and would we be best served to seek another opinion? I have call in to her doctor to get more info. I",Type 2 Diabetes
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/6351/intense-hunger-pangs-with-an-odd-feeling,Intense Hunger pangs with an odd feeling,"Have Type 2 D, take metformin 500 twice a day for a couple years now. This past year, I have been getting this odd feelings in my stomach. About three hours or so after eating I can get this intense hunger pang, like a wave in my stomach. Very intense, I must stop what Im doing and eat something immediately. Soon as I do it goes away. really weird feeling. Im trying to lose weight but Im not starving or anything. Maybe I didn't eat a snack or something too. could it be from the metformin? anyone else ever get those weird stomach ache/pangs? My digestion and bowels normal. no acid or heartburns..","Diet , Type 2 Diabetes , Symptoms"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/33262/extremely-worried,Extremely worried!!,"Yesterday I went to a massage parlor and had protected oral and virginal sex for about 20 min I noticed that the condom was not covering my entire penis at least the shaft was exposed I always have had an irritated foreskin with burning sensation, microscopic tears when we were done I noticed that her whole buttocks and legs were full of a rash should I be concerned over this matter?","Risk Factors , Possible Exposure"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/36903/need-urgent-help,Need urgent help,Hi I saw several questions on this forum yet I am very very scared even after reading everything that suggest various safe sex things. I have had a foolish incident this time around. I had been diagnosed of herpes almost 3 yrs ago. As of now there were no boils or rashes anywhere on me when this happened. I had been to a csw and I had oral sex by which I mean she gave me a blowjob and handjob I was wearing condom both the time. I ejacuated in the condom. the condom was not broken. I also fingered her and was wearing a condom on my finger and this thing just lasted few nminutes. I did not enter her at all. Now my concern is that I had a small cut on the other finger which was not covered with condom. the cut was few days old. Also its been two eeks almost since this happened and I am now having sore throat and body ache. I also had night sweats yday and mld fever. I am really really scared. Please help me. I need some guidance.,
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/37296/red-and-blotchy-chest,Red and blotchy chest,"3 months ago, I gave a friend a blowjob for about 5 min max. Probably much less, it really didn't last that long. Also, he didn't finish, and if there was pre-cum I didn't notice, but I hadn't had any recent dental work or anything like that.  Just today (1/16/18), I noticed my chest was red and blotchy, and not really itchy. Just the redness and blotchiness. Would HIV ARS start 3 months later or does it only start sooner than that? Is it even possible I could have it at all from an incident like that?","Risk Factors , Possible Exposure , Symptoms , Diagnosis"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/36499/a-bit-worried,A bit worried,"About 3 days ago I went to a club and picked up a chick pero where making out in my car but I was really drunk and I blacked out ,I woke up in her apartment with out any clothes and 2 days later I got really sick and I've been like this since then ,I'm worried because I have a really strong immune system and I don't get sick easily pls help",Risk Factors
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/37388/hiv-infection-and-symptoms,Hiv infection and symptoms,"Hi, i had an oral unprotected sex with an occasionally girl, blowjob and cunnilingus for very few seconds. I entered in contact wit fluid girl in mouth and also on top of penis because she touched herself and the with fluid on hand touch the top of my penis and then gave a blowjob. I stop that cause i feel unconfortable and she ask me to have unprotected anal sex but i leave it. After 10 days i start to feel bad. With low fever,dhiarrea,fstgue and pain, night sweats. Dhiarea stop After 12 days and then star headache and sore trhoat with oral ulcers for 1 week. I made blood exams and that sow cd4 count at 470, after other 2 weeks cd4 count st 570 and after 2 eeeks again cd4 at 700 and after 3 months fever stop. Now i have nail problem and dermatite on head and sometime i show body rush. I did an hiv test at 46 days post exposure and gave negative result. Is a 4th gen test. I checked fot other mst and infection like monotest,ebv,cmv,hav and all redult negstive. The girl told me dhe always prtform unprotected sex with unknow people and with his boyfriend. I m afraid i m infected with a recombinant forms of hiv, or rare strain, that the test cannot catch. I think im infected eith hpv to. I know that some crf are not detecable from hiv test. There is any suggest? In the clinic told me i had a viral unkown infection. And i think they are wrong. I felt really so bad,nevrr happened","Possible Exposure , Symptoms , Diagnosis"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/37418/hiv-rash,HIV Rash,Does HIV ARS Rash itch? Where is it generally on the body? I've read various things about this and want a clear answer.,Symptoms
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/5256/type-1-diabetes-cure-correction,Type 1 Diabetes Cure (correction),"I wrote ""T-cell"" (immune system) instead of ""beta cell"" (insulin source cell). Sorry for the typo.",Type 1 Diabetes
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/5247/diabetes-type-2-connection-to-celiac-spru,Diabetes type 2 connection to Celiac Spru,"With the medical advice shared on WebMd.com, how come the topic of the connection between diabetes and celiac has not come up. Instead I continue to see the encouragement of eating wheat, whole grain wheat, and other whole grains. I would like to see a connection with the Celiac foundation and see a study done. Between diabetes sufferers and how many of them suffer from a intolerance of wheat! But so far I have only seen that kind of concern from the Celiac sufferers side.","Living With , Type 2 Diabetes"
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/5233/interaction-of-diabetic-meds,Interaction of diabetic meds,"Please let me know if I drink ACV for weight loss daily will it interfere with my medication. Jardiance, metformin, Janviua.",Type 2 Diabetes
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/5253/curing-type-1,Curing Type 1,"Besides Big Pharmagreed and the Diabetic Cash Cow, what significant reason exists that pancreatic stem cells cannot be viable solutions to repopulating pancreatic T cells? Ages ago researchers reported the capability to stop immune system destruction of T cells. Also reported was the ease of replicating T cells from the diabetics own stem cells (forget pluripotent amniotic stem cells). A vast amount of research papers suggest that the solution is tantalizingly close only to be followed by a wall of silence. This usually suggests that disparate teams are racing to be the first to claim the prize and the economic benefits, but that does not appear to be the case here. Is there an insurmountable obstruction, as a few have claimed, or is it Pharma pressures/resources that deter the front runners?",
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/5206/i-never-knew-this-was-here,I never knew this was here,"I've been reading WebMD quite a long time & gained a lot of knowledge from it, but this is the first time I've been here. I've been diagnosed as having Diabetes about 36 years ago. I now have Diabetic Neuropathy. It began in my feet but now above my knees. It's a horrible way to have to live. I highly recommend getting weight down before it's too late (when exercise is extremely difficult).",
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/5479/thank-you-web-md,Thank you Web MD,I just wanted to say thank you for the great articles I read each day. I'm an old guy in my difficult years; your articles are a great help to me. I just jotted down to try Lipo Flavonoid for tinnitus,
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/5529/missed-period,Missed period,"Just last year I missed my period for about six months although I got some spotting not blood though from time to time, then I went to the doctor. I did xray and blood test and there was nothing and then she gave me some medicines and I got my period again for about five months or so and then it stopped. Now it stopped for about five months and there is nothing. And I am not pregnant.",
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/5566/over-medicated,Over medicated,"Just as others here. I was taking a two diabetes meds, for ""better control"", as stated by a pa. Stated to her, when I took the medication, they pushed my levels to low. Stated to me, it must be something that I am doing to cause this. She has never seen this happen. Gave a side effect sheet from my pharmacy, she read this then stated she did not have any idea the medication had those side effects. I have also had to prove to this same pa that there is a difference in generic meters and brand name meters. Again stated to me that there is no difference, had to show her the times that I had used both meters and the differences in the readings each day. I have been a System Engineer with two different biomedical companies in my area (BioMerieux US and Tecan Systems), but for some reason I cannot use my glucose meter :)","Treatments , Living With , Type 2 Diabetes"
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/5528/diabetic-patient-with-heart-condition,Diabetic patient with heart condition,"Excuse me my father is a diabetic patient and he takes insulin since medicine stopped working with him and he also has a two heart attacks. Just yesterday he suddenly started feeling ill, he started having pain all over his belly especially in his right side, strong stomachache and he started vomitting.  We thought that maybe because he heard something discomforting so his nervous system is acting up. And he refuses to go to the hospital.","Insulin , Treatments , Type 2 Diabetes , Type 1 Diabetes , Symptoms"
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/5530/a-ball-feeling-in-the-belly,A ball feeling in the belly,My mom whenever she touches her belly and even anyone who touches it you can feel this ball inside her belly and it had been there for more than ten years. Recently it grew a bit. Is it normal? Sometimes she feels pain there and sometimes she feels as if it is pressuring her that she can't breath and other times nothing. My mom is also going through menopause for about six years now and she still get hot flashes and mood swings.,
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/37483/six-oraquick-negative-results,Six oraquick negative results,"Hello, I took oraquick rapid advance hiv1/2 antibody test six times.. each after 6 months from one single risky exposure. It was unprotected vaginal sex with sexworker. All of them came back negative with strongly reddish control line, never a T line. They all were saliva tests and i think i followed directions very carefully.. swabbed my gums under my lower and upper lip only once, didnt eat or drink. Do i need any further testing? I live in a country with very small amount of people infected with HIV. Im not just concvinced that saliva test is that much effective. Am i conclusively negative, or should i retest with another type of test. It already cost me pretty much. And the other issue, that i tested myself with OQ rapid advance which is not approved for home use but i guess its the same test as OQ in home, but this one is just sold to healthcare settings, apart from OQ in home. Thank you so much. This is my last thread, i won’t keep on spamming, sorry for spam in advance.",Home Testing Kits
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/37286/i-am-driving-myself-crazy,I am driving myself crazy,"So I'm 18 and about a year ago I had my first sexual encounter with my boyfriend. The only thing we did was oral sex. Then in March of 2017, we had oral sex again. We never had penetrative sex, only oral. I asked him about his HIV status after the encounters (bad idea, I know) and he said that he didn't know, but he said that he always asked his previous partners and they said that they were negative (there were 4-5 guys before me, I believe). So I was freaking out and I took an OraQuick at-home HIV test and it came back negative 4 months after our last sexual encounter. He never ejaculated in my mouth, but there is a possibility that some pre-ejaculate got into my mouth. Just recently I've had two canker sores in my mouth within a month of each other and that just really sent me over the edge. So, long story short, I'm still freaking out and I would just like to know the chances of me having HIV. If you have any question that would help you better understand my situation PLEASE just ask and ill be happy to answer because I'm honestly going crazy. Thank you.","Risk Factors , Possible Exposure , Home Testing Kits"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/37719/burning-and-itching-everything-negative,Burning and itching everything negative?,"Hello everyone I had unprotected oral sex and protected sex 3 months ago. 4 days after the exposure i felt burning on the opening of my penis, I went to the doctor and he said as long as there is no discharge it means that there is a cut and it would probably go away withing few weeks. 3 weeks after it went away, then i started masturbating using a lubricant, then the burning and redness came back. 1 month later i started having a white discharge after milking my penis, the next day i went to the doctor and got tested for all stds including HIV and it all came back negative so he told me that you have a UTI because it can cause those symptoms. He gave me antibiotics which took the discharges away but the burning is still here?????????? I called him and asked him whats wrong with me? He said come next week for enjection, i dont know whats the enjection is for and im really worried about my symptoms Ps: discharge went away in 3 days  Redness around the opening of the penis","Symptoms , Treatment , Diagnosis"
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/6404/diabetes-signs-and-symptoms-saving-the-diabetic-foot,Diabetes Signs And Symptoms  Saving The Diabetic Foot,"Click Title For Image Gallery Superficial Lesion Ulcer Infected Arythema Apparent Chronic Dermititis Of The Feet /Fungal Infection Present Yellowing Of The Toe Nails Risk Factor Number One Family History Of Diabetes Number Two Poor Diet Nmber Three Hypertension High Blood Pressure Take it from some one who recently lost a non family family member due to Diabetes Complications and also has Diabetes that runs in her mothers side whom was recently diagnosed as having a history for Diabetes / Prediabetes Glucose Intolerance , you can never be too cautious so get checked at the least annually by running various blood tests, and try to monitor your blood sugar if you know you are at an increased risk for developing this disease.","Treatments , Oral Care , Living With , Type 2 Diabetes , Type 1 Diabetes , Symptoms"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/38018/oraquick-control-line,Oraquick control line,"Hello.  I tested myself with 6 OraQuick advance rapid HIV antibody tests, all between 8-11 months from possible risky exposure. I do believe the test results, i am just worried i did swab my gums incorrectly.. I always put flat pad under my upper lip(between teeth and lip) and swabbed overall area from right to left side only once and the same procedure under my lower lip. It took me only 10 seconds. I know this is how the test should be performed, just being unsure i did it correctly.. however, in all cases only strong C line appeared, no T line. I did not drink, eat or use oral care products prior to test, and tested after window period. So if i did it wrong, would control line show up either? Thank you so much.",Home Testing Kits
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/5076/tips-for-travelling-when-you-have-type-2,Tips For Travelling When You Have Type 2,"Our blogger, Ilene Raymond Rush, shares her top seven tips that help her stay healthy and on top of her type 2 diabetes care while on vacation:    What would you add to this list?","Living With , Type 2 Diabetes"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/38195/concern-about-testing,Concern about testing,Hello and thanks for all the work day I do on August 12th 2017 for the first time ever my life I decided to go to the strip club and end up sleeping but I stripper later on that night at the moment when finish when she came off off of me the condom came along with her and oh my semen came out from the condom she took it out and threw it away I didn't saw if the condom was broken or not it didn't start much about it a first but finally couple weeks later my anxiety took over so I went to my doctor and got tested -I did a blood test at 74 weeks 4th generation that went through LabCorp came back a week later negative. - one day something red came out on top of my head on my private part got me freaked out so I went to a 24-hour emergency room and they did a HIV test at 116 days got the results back 12 hours later negative - right before Christmas I got sick when my tonsils swollen lost my voice for about 3 days and so I went to purchase a OraQuick HIV test at 147 weeks got the results 20 minutes later and there were negative. - around 22 weeks my tongue all the sudden turn yellow I think it is around 152 days I took another OraQuick got the results 20 minutes later and results were negative. - I took another OraQuick at 161 days and another one at 168 days came back negative. So just a couple of days ago went to my doctor explain to her about my yellow tang and my concerns about it so I end up taking again full screen test for all STDs including HIV I'm just scared that my results my change at this time because I'm a gelatin have you ever seen somebody get this many negative results and turn positive later. Thank you so much for listening and I apologize for my anxiety that's trying to take over me.,"Possible Exposure , Home Testing Kits"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/39490/hiv-risk---should-i-be-worried,HIV Risk - Should I be worried?,"Since I've read varying things, I want to know if I should be concerned about this. I gave a guy oral sex, no protection, but is oral sex really a risk anyways? Also, it barely lasted any time, like only a couple minutes. And, he never ejaculated. Should I really be concerned I could have HIV from this? Should I get tested? Is it even possible I have it or am I just being stupidly stressed?","Risk Factors , Possible Exposure , Diagnosis"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/41315/worried-and-scared,worried and scared,"Hi,  I read through almost all the pages on this website and so many websites on google and am really very scared of things. I had a sexual encounter with a csw in the last week of December last year. She gave me blowjob with one condom for 2 minutes and then she put another one and continued giving blowjob. I inserted my finger in the vagina for may be a minute or two and I wore a condom on my finger while doing this. She then shook mine till I ejacuated. now what scares me is that since that day till date I have been having stiff neck most of the time. I am feeling very tired and now since yesterday the left side near my groin there was a small lump which I broke and then it is become hard. I am scared of things after reading so many websites I need help from you people on what should I do. first I am scared that when she started giving me blowjob and the condom must have broken and that's why she must have put another one and that time I may have come in contact with her body fuids or saliva. and also when I fingered her the index finger I had a very small cut this was not bleeding or open but im concerned since I got this boil on groin now which is become hard after I have kept on pressing it so it this the lypmh node that I broke or something. please help me and guide me what should I do. I did not do any intercourse or anything with the csw other than what I have mentioned. please help me with what I should do now, im really very scared and worried coz of this mistake I have done.",
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/3987/the-ultimate-diabetes-diet,The Ultimate Diabetes Diet...,"Bone Broth Soup Grab a big slow cooker. Find a meat bone...chicken, beef, ham, turkey...an big onion, some carrots, some sweet potatoes, some bell peppers, some garlic cloves, some celery, a bay leaf, some great northern or kidney beans. Add water. Sprinkle salt and pepper. Set to ""low"". Come back in 8 to 10 hours. Eat (and grin).  Bone broth soups are the one food staple found in every culture around the world...except in the US! The fact that Americans don't eat soup on a regular basis is a key reason why Obesity and Type 2 diabetes is a major health issue, here, imo. Bone broth soup is ancient food. You can be be bonehead and still make great bone broth soup. Bone broth soups make you horny. Bone broth soups are cheap, delicious, filling and, most of all, supremely nutritious.  Need to lose weight? Eat nothing but a bone broth soup for 14 days and you will lose 5%. Why?  Because, bone broth soups are completely nutritious but cause no inflammation in the gut. If you maintain no inflammation in the gut for 14 days, your body will release a ton of water. &, each gallon of water at sea level weighs 8 1/2 pounds.  Most fat people will counter: ""Losing water doesn't count! I need to lose fat!""    Wrong! Fat people don't carry nearly as much fat as they do, water! Fat people are fat because they eat foods that cause inflammation. It is this inflammation that causes their body to retain water. Unfortunately, water retention raises blood pressure which, in turn, tends to upset blood glucose control. &, this is why 9 out of 10 Type 2 Diabetics are either overweight or obese!  Fat people don't eat non inflammatory, bone broth soup, everyday. I don't know what they eat. I don't care to know what they eat. All, I know is, if you eat bone broth soup several times each week, you ain't overweight or obese (I don't know what progresso and campbells are but it aint the same as bone broth soup). It's ironic that for a country like the US, so obsessed with fine cuisine, alcohol, and weight loss and not one word, not one show, to teach people how to heal themselves through food. Bone broth soup is one of the simplest, easy and economical ways to do it. Once you witness the ""magic"" between weight loss and tighter blood glucose management, you will become inspired to eat even more bone broth soup! And, the more you eat, the better you'll feel. Reversing Type 2 Diabetes is about understanding how to minimize inflammation in your body. Regular consumption of bone broth soup is a great foundational step towards healing your body, once and for all.",
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/35375/feeling-suicidal,Feeling suicidal,"Gail,I made a stupid mistake 3.2 years ago.I had protected sex with a positive csw.After 5 weeks I experienced all classic ARS swollen lymph nodes in neck under the jaw(confirmed by doctor),severe muscle pain,rash on both arm,loose stool.Some of the symptoms still persist like lymph nodes,loose stool.Now I have some symptoms which are consistent with AIDS.I am loosing weight rapidly.Extreme fatigue,difficulty of concentrating,shortness of breathing.poor memory all things are pointing towards the deadly virus.My testing history is negative HIV antibody test 1/2 method immunochromatographic after 3 months. 5.5 months negative 3rd generation elisa,after 6.5 months negative antibody test 1/2 method immunchromatographic.All of my tests are standalone antibody test.I have heard some people actually infected but didn't produce the antibody.Gail what can I do?Symptoms are driving me crazy.It's a terrible mistake.",Symptoms
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/35300/looking-for-validation,Looking for validation,"Ok, had unprotected anal receptive partner here in July. Took an oraquick test in November came back negative. Took another oraquick today came back negative. It has been over three months and both test came back negative. I am good here right?","Possible Exposure , Home Testing Kits"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/35639/freaked-out-about-hiv-need-advice,"Freaked Out About HIV, Need Advice","Hi, I'm a gay man worried about HIV. About sixty days ago, I had anal sex with a man I met. I didn't use a condom, but he told me he is HIV negative, and he is on PrEP. I was the receptive partner (the bottom), but he didn't ejaculate inside me. Since we had sex, I've been sort of freaking out. About four days after exposure, I had flu/cold-like symptoms (although I don't believe I reached a fever) that lasted about a week. For the past month, I've had diarrhea on and off. Over the past few days, I've had diarrhea fairly consistently. I had a 4th generation antigen/antibody test about 47 days after exposure, and I tested negative. Because I looked it up and read that the antigens may disappear after a certain time and then be undetectable, I decided to test myself again (on day 58) using a standard take-home oral swab antibody test, and I again tested negative. I plan to test again at 3 months, but I could use some advice. Is it likely that I could still be positive, even though I took the 4th-generation test and then another test a week and a half later? Any advice helps a lot. Thank you","Symptoms , Diagnosis"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/34957/hiv-advice,Hiv advice,I gave unprotected cunnilungus after this I tested with a 4th gen ag/ab at 30 days negative then an oraquick at 81 days negative. Am I negative or do I have to take more test? Can I stop worrying about this?,"Risk Factors , Possible Exposure , Home Testing Kits"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/35841/oraquick-reliability,Oraquick reliability,"Hello, i would like to ask you, if all negatives produced by oraquick rapid advance hiv 1/2 antibody tests taken after window period are true negatives? I would also like to ask you, if color of control line on the test device matters. I have taken 4 oraquick tests all outside the window period and all came out negative however control line wasnt that reddish as in the booklet.. but it was still very well visible. Is it safe to say that i am conclusively negative in terms of my hiv status? Thanks for the reply.",Home Testing Kits
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/35678/can-a-8-weeks-hiv-negative-test-turn-positive,Can a 8 weeks HIV negative test turn positive ?,"Hi, I received unprotected oral sex and then engaged in brief unproteced vaginal sex with a CSW (lasted around 30-45 seconds). I had many symptoms such as diarrhoea, neck pain, back pain, muscle pain (within 2-3 weeks after exposure). I then got tested via Better2know at the 4th week, which was a 4th generation DUO blood test, this came out to be negative. I then got tested again at 8 weeks via NHS which I presume is also a 4th generation test, this also came out to be negative. My 13 week test (3 months test) is on 8th January 2018 and I’m so anxious and scared.  Have you ever seen a case where a 8 week negative turns positive later on? (From that particular exposure) As I did have a risky exposure, is it recommended if negative at 3 months to then get tested again at 6 months? Many thanks","Risk Factors , Possible Exposure , Symptoms"
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/35449/i-m-a-lil-worried,I'm a lil worried,Soo i have a bump on my penis and idk what it is...  It's like pimple,"Possible Exposure , Symptoms"
Diabetes,https://messageboards.webmd.com/health-conditions/f/diabetes/3985/quick-guide-to-carb-counting,Quick Guide to Carb Counting,"As you know, carb counting is an important way to make sure your blood glucose levels stay in your target range. And the amount of carbs you should eat depends on many things. Here's a helpful chart of 15 common foods that have 15 grams of carbs:    Do you find something like this helpful to quickly identify how many carbs your meals contain?",Diet
HIV/AIDS,https://messageboards.webmd.com/health-conditions/f/hiv-aids/36125/sudden-heart-acceleration-at-19,Sudden heart acceleration at 19,"Hi, so lately ive been feeling ocasional discomfort on my chest, nothing serious But this morning suddenly my heart was extremely accelerated during 5 seconds or so. I was very scared and i still am. Then it went back to normal but i still have some discomfort. Im overweight and been consuming a lot of coffee lately. Could this be it or could it be something serious? Thanks in advance",
