disease,postLink,postHeading,postContent
Major Depressive Disorder,https://www.drugs.com/answers/difference-between-bupropion-hcl-bupropion-3042692.html,What is the difference between bupropion hcl and bupropion extended release SR?,"Let me explain this better... I was prescribed Wellbutrin (bupropion) 100mg a few months ago, and the pills have always been round and ""purple"" (they look pink to me) with an imprint on one side reading ""APO"" and the other side reading ""BUP 100"". I refilled my prescription yesterday, like I do every month, looked at the bottle and it was the same label as always. But when I opened the bottle, the pills were round and blue. When I looked at them closer, the imprint on them reads ""E 410"".  I looked them both up on the pill identifier to see what the difference was, and this new blue pill is (according to this website) Extended Release.  I've been taking the pink/purple pills once per day, so what does Extended Release mean for me??? (They are both 100mg).  I run out of my regular Wellbutrin in 3 days, but I'm afraid to start taking these new ones, because of the ""extended release"". I'm just a little confused why this even happened?? It is Saturday night and the pharmacy won't be open until Monday - should I wait to call them and get the correct pills? Or can someone here help me out first? Thanks "
Major Depressive Disorder,https://www.drugs.com/answers/abilify-maintena-400mgs-injection-side-effects-2688750.html,Abilify Maintena 400mg's injection side effects - not enjoying?,"I suffer from schizo affective disorder I am prescribed 400 mg's of Abilify Maintena injection every 4 weeks and I am not happy with it I am experiencing some side effects and symptoms from taking it.. It's making me feel lethargic, tired and sleepy (having too much sleep 14 hours a night) It's making me feel weak slow and docile. It's making me forgetful cant remember things cant remember stuff memory's are fading away. Stuttering finding it hard to talk Sticking out of tongue (especially when trying to concentrate)  Loss of character and personality, feel flat feels like I have lost a part of myself  Delirium  Feel retarded (I know it sounds silly but I am certain this stuff is making me socially inept) and feeling nervous and full of anxiety still. above all this stuff has been making me depressed when this stuff has this effect on me I'm trying to come off my medication but my psychiatrist just smiles and says it will be all Ok and warns me of relapse and admitting me to mental institution if I come off it.  I feel I don't care about what he says now and don't think I'm getting the correct support with further investigation into the side effects and symptoms I am experiencing right now without any reconsideration for different alternatives because he thinks the side effects and symptoms will ware off.. Is it possible to withdraw from Abilify Maintena 400 mg injection and how do you do it the correct way without getting into trouble and possible relapse? I feel I'm just not happy with this medicine (this isn't the illness talking) and I want my old self back.. but not the psycho!  any help and advise be greatly appreciated or anyone else experiencing some of these side effects.problems and want too share there experience? "
Obesity,https://www.drugs.com/answers/afraid-possible-weight-gain-zoloft-3412539.html,Help! Afraid of possible weight gain Zoloft?,"Hi. I started Zoloft 25mg & my doc will be increasing it to 50mg this week. I started taking it 3 weeks ago. The initial terrible sleep, worse restless legs & increased anxiety is subsiding a bit; it was a starting dose because I cannot tolerate Wellbutrin, Prozac and Effexor didn’t help depression at all! I lost weight on Effexor but haven’t taken anything in almost 2 years. I’m already 30 lbs. heavier than I should be. I do not eat more when I’m depressed... anything positive would be helpful if someone out there has not gained weight... ;/. The reviews are terrible for weight gain on this drug. "
Nausea / Vomiting,https://www.drugs.com/answers/price-hydroxyzine-pills-white-roundand-25mg-654123.html,"What is the price of hydroxyzine pills that are white, roundand 25mg?",
Nausea / Vomiting,https://www.drugs.com/answers/anyone-trintellix-opinion-3228265.html,Has anyone tried Trintellix or have an opinion on it?,"I have a hard time with stomach issues when on SSRI's and SNRI's. Have had to stop meds months after being on them due to nausea, weight loss and bad side effects. I am confused about why the psych doc prescribed this, as it has a high incidence of causing nausea. Has anyone tried it and gotten over the nausea. I have samples to start 5 mg once a day. He also told me to stop the Wellbutrin (generic) 150 mg SR 1 x day cold turkey, wait 3 days and start the Trintellix. I am beyond apprehensive about all of this because I cannot afford the weight loss righ now. My anxiety has been out of control for over a year along with depression. It is wearing me down mentally and physically. Any suggestion and or advise would be welcomed. Thank you "
Obsessive Compulsive Disorder,https://www.drugs.com/answers/you-zoloft-starting-work-2896235.html,How do you know Zoloft is starting to work?,Was wondering if anyone could share with me what they noticed when zoloft started working for them? Was it small tiny improvements at first or was it a significant difference one day? 
Major Depressive Disorder,https://www.drugs.com/answers/whens-rhe-best-time-lexapro-10mg-3292472.html,When is the best time to take my Lexapro 10mg?,I wake up at different times all week. Ive been taking it at 10pm at night. My dreams have become wildly intense. Real life feeling. My anxiety have died down a big bit but I'm only on my second week and i have noticed that i get a little extra anxious towards the end of my day. I am still hoping that the antidepressant part will start to take affect. How long do this medicine usually take to take full affect? Should i change the time i take it or should i ask my doctor to bump up the mg. This is the only medicine i have tried so fair that hasn't made me feel like an alien and i actually feel more positive from. What should i do? 
Osteoarthritis,https://www.drugs.com/answers/cymbalta-suddenly-depression-back-working-3492885.html,I’ve been on Cymbalta ever since it came out. Suddenly my depression is back. Not working?,
Major Depressive Disorder,https://www.drugs.com/answers/itching-side-effect-trintellix-3226189.html,Itching as a side effect of Trintellix?,"Hello all. My doctor put me on Trintellix 10 mg about 3 weeks ago for my anxiety and depression. I had been doing well on it until a couple of days ago when I started itching all over. It is driving me up the wall! The itch is extreme and it is all over. I have an appointment with her this Thursday, but I'm just wondering if anyone else has had this? And how long does it last?  Thanks "
Major Depressive Disorder,https://www.drugs.com/answers/wellbutrin-feel-tired-energized-bupropion-150-sr-2955537.html,Wellbutrin - Anybody ever feel tired rather than energized on bupropion 150 SR?,"Today is my 2nd day on bupropion 150 sr for major depression. I've been depressed for 2 yrs after my dad's horrible death.The doc said that in a couple of days I could take a 2nd 150sr pill. I was tired before trying this AD, but now it's worse. I still take Klonopin 1 mg at nite to actually fall asleep. The SSRIs have stopped working for me. I really do feel hopeless. I don't understand why I'm taking something that is supposed to be energizing & I'm more tired. I don't know if the bupropion 150 xl would of been better. I cannot find a good psych on my insurance so I go to a GP. "
Weight Loss,https://www.drugs.com/answers/does-anyone-have-good-tips-how-to-lose-weight-on-346887.html,Does anyone have good tips how to lose weight on methadone?,I started the methadone clinic 7/2/07. From the day I was born til I started I was always skinny. I am about 5'6 in height and was back and forth between 110-120 in weight b4 I started methadone. I used to want to gain about 10-15 lbs to look healthy for my height. I used to eat constantly and never gain weight. Well I got ny wish plus abt 50-60 xtra lbs when I started methadone. I am going on 4 yrs and have tried to do every thing I can to lose atleast30-40lbs and nothing works. Any suggestions? Also I am slowly coming dwn on methadone so i can switch to sub. Do subs make u gain or lose weight? Thanks for any advice:-) Luv all y'all<3 
Obesity,https://www.drugs.com/answers/can-lexapro-cause-weight-gain-without-changing-257642.html,Can Lexapro cause weight gain without changing diet?,"Hello, I am a very active person, eat healthy on a regular basis and recently started taking Lexapro for GAD. I have read so much information on this site about Lexapro causing weight gain and so far I have actually lost my appetite, and finding myself eating a lot less. Do you think the weight gain is attributed to metabolism in anyway? I have struggled with my weight a lot and finally got to a healthy weight so I don't want to continue if I gain and it is not due to factors I can control. Help! "
Obesity,https://www.drugs.com/answers/losing-weight-phentermine-37-5-capsules-915166.html,Why am I not losing weight with phentermine 37.5 capsules?,I started taking phenetermine 37.5 capsules from past 10 days one after workout around 9.am and one before dinner around 6.pm i am following a good diet and workout but still i dint lose any weight..i have no health issues..i am not understanding y am i not losing weight weight..please help me 
Weight Loss,https://www.drugs.com/answers/why-am-i-not-losing-weight-on-phentermine-329890.html,Why am I not losing weight on phentermine?,My doctor started me onthe lower dose i think it was 15 mg when i woke up after 3 weeks i had not lost any weight so my doctor had me take the 37.5mg pills in the mornings. that was 2 weeks ago and i have only lost like 4 lbs total. What am i doing wrong. I cut out all of my soda intake. SOmeone said i might not be eating enough can this be true? 
Obesity,https://www.drugs.com/answers/withdrawal-symptoms-from-phentermine-444364.html,Withdrawal symptoms from Phentermine?,"Has anyone experienced withdrawal symptoms after they stopped taking Phentermine? If so, how long did they last? "
Weight Loss,https://www.drugs.com/answers/phentermine-anyone-phen-caps-832965.html,Phentermine - Has Anyone Taken Phen Caps?,"Hi,  Just purchased phen caps, I have a friend who said it worked well. But, I come to find that it has only been on the market since April of this year. I'm a bit leary of continuing use of it. I just started on Monday, my stomach has been hurting and I feel nauseated. Does anyone have a good experience to share using Phen Caps? I want to know that it works before I continue taking them. Thanks "
Obesity,https://www.drugs.com/answers/belviq-times-day-medicine-743699.html,How To Take Belviq - What Times of the Day should I Take It?,"I would like to know what times of the day to take the medicine? I took one at 7:00 a.m. so when should I take the next one? Also, how long does it take for it to start working as still feel hungry? I went to the gym this morning like I do every morning, weigh 213 lbs and am hoping I don't feel so hungry soon, but how soon? "
Weight Loss,https://www.drugs.com/answers/effexor-anxiety-weight-loss-anyone-lost-weight-3388577.html,Effexor for anxiety and weight loss- For anyone that lost weight on Effexor?,"Ive been on Effexor for about three weeks and I lost about ten pounds. My question is if people have success stories on this drug? (Either emotional or with weight) And if you did lose weight- did it continue or did it stop after a while?  So far I’m less anxious, feel more like myself, but I do get tingles down my right arm throughout the day- almost like pins and needles. I’m on 75mg but debating going higher cuz I still have a problem with crowds "
Weight Loss,https://www.drugs.com/answers/difference-between-adderall-phentermine-mine-3349438.html,What is the difference between Adderall and phentermine?,I would like to know the difference between Adderall and phentermine? 
Weight Loss,https://www.drugs.com/answers/best-antidepressant-give-energy-lose-weight-3163145.html,What is the best antidepressant that will give me energy and help me lose weight?,I'm very depress and I have no energy and I'm gaining weight. What antidepressants is best 
Weight Loss,https://www.drugs.com/answers/anyone-low-dose-naltrexone-weight-loss-hear-works-568558.html,Has anyone taken low dose naltrexone for weight loss?,I hear it works quite well. Regards Group! I pray someone answers my question;-) 
Nausea / Vomiting,https://www.drugs.com/answers/translingual-route-mean-3325091.html,What does translingual route mean?,
Obesity,https://www.drugs.com/answers/paxil-wellbutrin-sr-together-2910521.html,Paxil and Wellbutrin SR taken together?,I've been taking 10mg of paxil for about a month. I'm formerly anorexic and am scared to death of weight gain. When I told my doctor he thought prescribing 100mg of Wellbutrin SR along with the paxil would be a good idea to counteract weight gain. Will it work? Will it make me lose weight while on the paxil or just maintain it? 
Nausea / Vomiting,https://www.drugs.com/answers/new-with-vyvanse-anybody-else-have-nausea-275509.html,New with Vyvanse? Anybody else have nausea?,I am 28 yrs old. I was diagnosed with ADHD as a child at 6 yrs old. Back then i was put on ritalin. I took that until the age of 12yrs. I have suffered from major depression and anxiety ever since I can remember and have been on countless medications throughout my life for anxiety and depression. Finally In Dec. of 2009 I was talking with my phychiatrist and thought maybe all my problems were really steming from the fact that I never out grew my ADHD. So I started on strattera. We gradually upped the dose to 80mg but I had to stop it becasue of my nausea with the upped dose in June. I actually felt like it was stating to help :-( So now the Doc put me on Vyvanse. Problem is I get nausea with alot of meds and this one has started of the bat making me sick and I also feel jittery. Does anybody else have problems with nausea and alot of medications? Does andbody else with ADHD find a med to treat it that doesnt make them nauseated? Also am I supposed to fell jittery... or will that go away with time? Im in school and need to take something for my concentration but not willing to if Im always sick to stomach... I need help 
Migraine,https://www.drugs.com/answers/is-topamax-effective-for-migraines-20686.html,Is Topamax effective for migraines?,I have been prescribed topamax for my migraines. I asked the dr and pharmacists both how this is supposed to help migraines but dont really understand thier explaination.What it the mechanism that helps?Also I have been told to take this at bedtime so for anyone using this are there lingering side effects in the morning as well? thanks:eek: 
Nausea / Vomiting,https://www.drugs.com/answers/long-viibryd-start-working-long-nausea-2963408.html,How long does it take for Viibryd to start working and how long does the nausea last?,"I've been on Viibryd for 12 days 7 days at 10 mg, now on 20 mg. The second day on 20mg I woke up n felt good, I actually wanted to get out of bed n do my make up n go to work. I felt good all day mentally. Still nauseous, but didn't mind cuz I didn't feel depressed. But last two days no motivation again, just the one day. Do I need to go up again? Does the nausea go away? "
Obesity,https://www.drugs.com/answers/does-sertraline-cause-weight-gain-493168.html,Does Zoloft (Sertraline) Cause Weight Gain?,"I know that everyone has different side effects, I am just wondering if weight gain is a common one. I am hoping that it is not. I need treatment for my depression but am afraid of gaining a lot of weight on SSRI's because that in itself will make me depressed. Thank you for any and all comments and info :) "
Nausea / Vomiting,https://www.drugs.com/answers/bleeding-week-after-morning-after-1963497.html,Why am I bleeding a week after I took the morning after pill?,"I'm 19 years old. My boyfriend and I had sex, I wasn't fertile. only when we were done he saw the condom broke. within 12 hours I got the morning after pill, got no symptoms like nausea or anything but 6 days later I started bleeding? what could this be, I really don't want to get pregnant. pleaaaasee help me. Im freaking out here. "
Weight Loss,https://www.drugs.com/answers/how-long-does-it-take-metformin-to-help-me-lose-492570.html,How long does it take METFORMIN to help me lose weight?,"I have been diagnosed with insulin resistance Nov 2011. Taking METFORMIN, HCL ER 2000mg (since 11/4/11 worked my way up to full dose). Been on full dose for 2.5 weeks now. No weight loss. I am keeping total daily carbs under 45grams per day. Total calories < 1400. PROTEIN = 60-80GRAMS PER DAY. Diet controlled w/dietician every 6 weeks. I work out 5x per week, 45 mins each time = 50/50 cardio/strength training. Drink 8 glasses of water per day. I am very frustrated. How long does full dose of MET 2000mg take to lose any weight? My endo says he feels I can lose 10 lbs by the follow up appt 2/3/12. I haven't lose one ounce yet. PLEASE HELP. DEE "
Nausea / Vomiting,https://www.drugs.com/answers/severe-panic-attack-with-effexor-517155.html,Severe Panic Attack with Effexor?,"This morning I was prescribed Effexor--- 75mg twice daily. A half hour after taking the first dose at 10:00 a.m. I got a tidal wave of nausea and felt like I had been slipped a hit of acid (no better way to explain). I was sick to my stomach, losing control of the world around me and totally freaking out. (Luckily, or unluckily) I was in my boss's office at the time and she watched it all unravel. She even asked if she could call an EMT. She ended up taking me to my doctor's office where it was decided this was not a reaction to the Effexor but simply and only a panic attack. I was given Ativan and sent home. While the effects dissipated throughout the day, I took the second dose at 3:00 p.m. and while it took several hours this time, am finding myself in the ""jr."" version of this morning's episode.  I don't want to quit, I realize meds have side effects when you first take them, but this seems really unusual. Also confusion that the reaction was so quickly dismissed by my doctor and to a lesser degree the pharmacist.  So my question is, is creating panic attacks an initial side effect of Effexor? I'm taking it to *stop* anxiety disorder and depression. "
Nausea / Vomiting,https://www.drugs.com/answers/medician-nexium-nausa-upset-stomach-1060824.html,Does the medician nexium help with nausea an upset stomach?,
Migraine,https://www.drugs.com/answers/oxycodone-fact-narcotics-prescribed-people-546548.html,Oxycodone - Is it a fact that narcotics are not prescribed to people with migraine headaches?,I was in a pain management clinic an was told that narcotics wasn't prescribed to patients with migraines 
Migraine,https://www.drugs.com/answers/eyes-hurt-severely-wake-terrible-migraines-vomit-828002.html,My eyes hurt severely when I wake up and I get terrible migraines which causes me to vomit?,It has been going on for over a week now. Went to the er they said they don't know and referred me to ophthalmologist. I wake up and my eyes hurt really bad. I also have a migraine. Then I will get sick and vomit. It tends to last about an hour or so then the eye pain and head ache will subside throughout the day. And then they slowly come back at night but never reach the intensity as the morning. I want to know what is wrong with me?please! 
Nausea / Vomiting,https://www.drugs.com/answers/daughter-took-zofran-second-trimester-pregnancy-448190.html,Is Zofran safe to take during pregnancy?,"Daughter took zofran second trimester pregnancy, was this safe for her to take for nausea? Baby Fine at one week old, just abnormal defect "
Migraine,https://www.drugs.com/answers/sumatriptan-otc-migraine-medicine-good-3104686.html,Sumatriptan - Is there any OTC migraine medicine as good as sumatripitan?,I've been taking sumatripitan for eight years and my doctor quit prescribing it because of my age. I am 56. I take naproxen daily for my back but it doesn't help with migraines. Also can't take excederine migraine because of the aspirin. When i get these they last about four days. I wish she hadnt stopped my meds because the sumatripitan was working great for me! Thank you for any help 
Migraine,https://www.drugs.com/answers/depo-provera-injections-1-year-period-normal-827530.html,"I have been off Depo Provera injections for 1 year and still haven't got my period, is this normal?","I'm 20 years old, perfect health except for the odd migraine, I was only on the shot for 6 months (two injections) I had to come off the injections because the migraines were getting worse and more frequent. I got my last shot 13 months ago, I've been to the doctor to check my hormone levels and they're normal, but I've had no signs of getting a period since first getting the injection. Has this happened to anyone else? Thanks for reading!!! "
Migraine,https://www.drugs.com/answers/severe-headache-klonopin-migraine-klonopin-anyone-580502.html,Severe headache with Klonopin? or Migraine with Klonopin? Anyone?,Just started taking Klonopin for panic attacks and after very first dose now have severe almost migraine-like headache. Anyone else have this problem? 
Migraine,https://www.drugs.com/answers/is-excedrin-harmful-to-kidneys-and-liver-over-a-345027.html,Is Excedrin Harmful to Kidneys or Liver Over a Period of Time?,"I have have taking Excedrin for many many, years for migraine and am concerned whether it is harmful to my kidneys or liver. "
Migraine,https://www.drugs.com/answers/gabapentin-has-anyone-else-had-tooth-decay-310367.html,Gabapentin - has anyone else had tooth decay problems from this medication?,the enamel on my teeth started to peel off after taking this med for a few years. My teeth seem to be decaying from the inside out. 
Obesity,https://www.drugs.com/answers/has-anyone-used-topamax-for-weightloss-46241.html,Has anyone used Topamax for weight loss?,"I would like to hear from others who have been prescribed Topamax for weight loss. Not so much those who have used it for seizures or migraines and experienced weight loss as a side effect, but those whose doctors prescribed Topamax as an off label weight loss drug.  I have personally been taking Topamax since March 1, 2009. I have gone from 295 lbs to 230lbs (to date) and continue to lose. "
Migraine,https://www.drugs.com/answers/dexamethasone-call-deathamethasone-720431.html,"Getting off Dexamethasone, Or as I like to call it, (Deathamethasone)?","... I was prescribed this drug from my quack... supposed Migraine Specialist, Thankfully he has since retired but I wonder at what cost to all his past patients? Regardless I did find out that I have severe food allergies that trigger Migraines along with some physical neck problems. The prescribed dose was 8mg per headache. So if I had a headache a week? You all can do the math. This has been over a four year period of Idiocy. I have researched over the years turns out the half life of Dex is approximately 72 hours?(correct me if Im wrong) with this strength it appeared to me to last almost a week, I could almost time my headaches. As it turns out and along with the math, the Dex, or lack thereof was causing my headaches.(Constant Cycling) took a number of years to figure all this out. I went from 8mg to 4mg to 2mg to 1mg alone, by myself. Then came the fun part. All the side effects, weight gain, stomach issues, trying to get off this stuff. I couldn't figure out why when I would stop off the 1mg for over 4 days, etc... I could hardly walk up the stairs? after recent lab work up... (adrenal Insufficiency) very low Cortisol levels. I thankfully have a pretty good doc and we have been working together to hopefully get me off this stuff. I am now on Cortisol (Cortef/hydrocortisone) to hopefully finish weaning myself off all this. With the Cortisol, it needs to be taken three times a day. Its a lot safer than all the other steroids due to short acting nature. The information that I have gathered and by my Doc is this could take 6 months maybe more to get my adrenals to kick back in. Thankfully, I have no other medical issues. I have put on a little weight which I'm slowly exercising off, all my other lab work is good. Im hoping this long drawn out process of getting off this stuff is normal. Any comments would be appreciated. I suppose it could be worse. But im hoping that my adrenals will kick in faster than many months or years? Try to avoid steroids like the plague. Ask your Doc lots of questions before doing these. If you have to go on steroids make sure you have a great Doc, and a plan in place to get off them. take lots of lab test to check your levels and work with your Doc. If he or she wont give you the amount of time to ask questions, etc... make their life miserable. You deserve answers and a fix. They need to be responsible for their actions as well as us as patients. Thanks All "
Nausea / Vomiting,https://www.drugs.com/answers/saxenda-meal-plan-suggestions-3248237.html,Saxenda - Meal plan suggestions?,How and what sort of foods are compatible with saxenda? 
Migraine,https://www.drugs.com/answers/taking-tizanidine-gabapentin-before-bed-suffering-959164.html,I'm currently taking both tizanidine and gabapentin before bed and am suffering horrible side?,"... effects continuing through the next day: feel like i am floating, mentally slow, slurring speech and off balance. has anyone else experienced this?? "
Nausea / Vomiting,https://www.drugs.com/answers/prescribed-magnesium-citrate-constipation-normal-3164625.html,"Prescribed magnesium citrate for constipation, this is not the normal for me!?","Have a terrible stomach ache with nausea and heartburn, my lower abdomen was in all sorts of pain and the ER thought I my appendix was bad only to find the my digestive tract is full of feces! I was prescribed magnesium citrate and it did work (I think)..But my concern is oes the magnesium citrate break down the fecal matter or is it just going around the ""poop""? I had nothing solid come out,just watery stool! Anyone have an answer or an educated guess?  I horribly stressed about and I know stressing about can't be helpful either! "
Nausea / Vomiting,https://www.drugs.com/answers/buspirone-months-upset-stomach-3116431.html,Buspirone - Two Months Later and Upset Stomach?,"I was prescribed Buspar almost two full months ago. My dose has been 10 mg twice a day since that point. Nothing has changed in my dose amount. Recently though I have been struggling with nausea, upset stomach and some diarrhea. I wouldn't think this drug would cause this at this point, but I am not sure what else it could be either.  Anyone have any idea?? "
Major Depressive Disorder,https://www.drugs.com/answers/losing-weight-fast-duloxetine-cymbalta-2989898.html,Losing weight fast on duloxetine/cymbalta?,Ive been on duloxetine/cymbalta for about 4 months and i was about 150 and i am now 128 and still losing. I am not sure if any one else has had this but its kinda strange. I have had fibromyalgia for about 4 years maybe longer not sure. Im also on gabapentin. 
Nausea / Vomiting,https://www.drugs.com/answers/started-lithium-headache-nausea-days-away-778064.html,Just started lithium have had a headache and nausea for days will this go away?,
Nausea / Vomiting,https://www.drugs.com/answers/stop-headaches-stomach-upset-insomnia-after-1003824.html,"What can I do to stop headaches, stomach upset and insomnia after stopping tramadol?","One month ago i had surgery to remove the majority of my pancreas and all of my spleen. I was put on tramadol 50mg to have 6 tablets each day (morning, lunch and evening). After 2 weeks of taking them, when i was discharged from hospital i decided to taper it down to 3 tablets each day. I just finished all my tablets 3 days ago. Since stopping the tablets i have not been able to sleep at all in the night, which is driving me mad as normally i fall asleep within 5 minutes of hitting the pillow. I have also got terrible headaches and my stomach is quite unsettled. I dont know what to do. I saw my gp this morning and i suggested this may be related to stopping the tablets but wasnt really given any helpful advice. Be interested in anyones suggestions, thanks. "
Osteoarthritis,https://www.drugs.com/answers/methylprednisolone-every-days-dose-every-morning-865815.html,Methylprednisolone - Can I take every day's dose at once every morning?,I have the 6 day pack and I know if says you can take the first dose all at once but is it okay to do what with the rest of the days to follow? 
Migraine,https://www.drugs.com/answers/can-you-split-a-cyclobenzaprine-349670.html,Can you split a cyclobenzaprine?,"... I have a yellow 10mg and it is too strong but is not scored to be broken, can I cut it in half or will it release too much at one time? "
Migraine,https://www.drugs.com/answers/is-tramadol-used-for-migraine-headaches-178524.html,Is tramadol used for migraine headaches?,"Trying to find alternative to narcotics such as codeine combinations. Have read pros and cons about this medication, but nothing specific to headaches, only acute pain. Remember a doctor prescribing it some years ago. Anyone have experience with it in this category? "
Nausea / Vomiting,https://www.drugs.com/answers/today-day-taking-lexapro-feel-anxiety-sick-stomach-3067491.html,Today is day two of me taking Lexapro. I feel more anxiety and sick to my stomach?,Is there a recommended time of the day to take it. I take it 10 mg at 7:30 p.m. but wake up with anxiety and nausea. I was on brintellix but really didn't do anything for me. 
Nausea / Vomiting,https://www.drugs.com/answers/nausea-caused-protonix-pantoprazole-2816709.html,Could nausea be caused by Protonix / Pantoprazole?,"I was diagnosed with an ulcer about 5 weeks ago and have been on protonix 40mg religiously every morning. I had on and off stomach pains accompanied by some strong nausea that just bounced back and forth. Now after several weeks my pain is pretty much gone but I'm still nauseas on and off like crazy. I'm wondering if the ulcer has healed since the pain is gone but I'm still nauseous. My doctor doesn't think the nausea is caused by protonix but I would think it's not healthy either to have a low acid environment in the stomach either, especially after a month. So I'm just wondering if this is a possibility.  Looking more for some reassurance or something. I would never stop meds without consulting with the proper doctors but I just want some reassurance or possibilities. Thanks. "
Nausea / Vomiting,https://www.drugs.com/answers/relief-nausea-taking-celexa-started-taking-731404.html,Anything for relief from nausea from taking celexa?,"just started taking it. will it subside?thnx!? Shortly after i took my first dose of celexa i began to experience nausea. Ebbs, but doesn't stop and nausea starts strongly again after each dose. Thanks! "
Nausea / Vomiting,https://www.drugs.com/answers/pristiq-times-nausea-bad-stop-600670.html,"Pristiq - I've tried it three times, but the nausea was so bad I had to stop. What can I do?","I really need help and I have tried the other anxiety meds, but always am force to stop because of the severe nausea - tried taking Prestiq at different times of the day, but the nausea is always overwhelming - I desperately want it to work. "
Nausea / Vomiting,https://www.drugs.com/answers/does-this-medication-also-work-for-nausea-related-484401.html,Does Zofran  also work for nausea related to GERD & Gastritis issues?,"Hello, for the last 4 months I have been feeling nausea. Feels like morning sickness (I'm a guy by the way) ... I never actually vomit just gag a lot. Went to the doc and told me I had H Pylory... This bacteria has given me GERD and gastritis.. Would Zofran work for this type of nausea? By the way Zi am treating the h Pylory all ready. "
Migraine,https://www.drugs.com/answers/isometh-apap-dichlor-capsules-525498.html,What are isometh/apap/dichlor capsules?,"I can't really find an answer for this. When I type it into google I get results like ultram or tramadol. It was given to me for migraines and I'm just wondering what it contains. If anyone knows, I sure would appreciate the help. Thank you. Laura :) "
Nausea / Vomiting,https://www.drugs.com/answers/how-long-will-nausea-and-diarrhea-last-when-250289.html,How long will nausea and diarrhea last when starting sertraline?,
Migraine,https://www.drugs.com/answers/how-does-2mg-zanaflex-compare-to-soma-350mg-405420.html,How does 2mg Zanaflex compare to Soma 350mg?,"I have daily headaches - have had them for over 30 years. I also suffer from migraines but Immetrix has taken care of those. My doctor just gave me Zanaflex 2mg. I've taken Soma before as muscle relaxant( for back pain) and wonder, before I start taking the Zanaflex, could someone compare the two for me? Thanks "
Migraine,https://www.drugs.com/answers/2mgs-strip-day-spit-cuz-migraines-dose-2759061.html,I take 2mgs of sub strip a day. I have to spit cuz migraines. How can I get the most out of my dose?,"I feel like my dose is wearing off after a few hours. I believe its because I have to spit. I get migraines anyway so I cannot swallow my dose or I am severely ill. My question is how can I get the most out of my dose with spitting. I hold it in my mouth for 30 mins, but sometimes I still see orange. Please help!!! "
Nausea / Vomiting,https://www.drugs.com/answers/gastroparesis-diagnosed-gp-7th-month-misery-582260.html,Gastroparesis - HI! I was just diagnosed with GP on the 7th of this month! I have been in misery for,"... over a month. I have non-stop pain along my sides, my rib area, mid chest feels like someone is stabbing me all the time. I have back pain and nausea non stop. When I say my sides I literally mean my sides not my abdomen. Are these symptoms others have with GP? I went to the ER twice and they blew me off, as well as several other doctors that blew me off! One GI Dr. I went to even had the nerve to tell me that she just met me, but I seem like a depressed person. And if she had 5 kids at home she'd be depressed too (I have 5 kids from 7-1)! And said that my pain was NOT GI related but psychological! And I do suffer from depression but am on meds for it and ACTUALLY I am not depressed at all. I was ready to give up when I left her office b/c I was thinking that all Dr.'s were going to think that b/c I'm on antidepressants I'm not really in pain.Then I finally found a Dr. that would listen to me. HE ordered a bunch of test and I had an endoscopy on the 7th and that is when he diagnosed me with GP. I am overweight and not loosing weight. Is there anyone else out there like this? I do not have diabetes either. I have been trying to research this disease but don't find much information on it-except that most people loose a lot of weight fast. I have not lost a pound? Could I be misdiagnosed? I just feel so lost and don't know where to turn? Thanks for reading sorry it's so long:) "
Nausea / Vomiting,https://www.drugs.com/answers/nexium-caused-constipation-upset-stomach-anyone-3492767.html,Nexium - Has this caused constipation and upset stomach for anyone else??,Help!! 
Nausea / Vomiting,https://www.drugs.com/answers/does-the-nausea-go-away-the-longer-you-are-on-the-443234.html,Viibryd - Does the nausea go away the longer you are on the medication?,The Viibryd seems to be helping my depression but I continue to have nausea early in the morning and throughout the day. It does seem to get better late afternoon and in the evening. I just started with the 40 mg dosage two days ago. I take my medication in the evening. 
Nausea / Vomiting,https://www.drugs.com/answers/metronidazole-prescribed-flagyl-diverticulitis-3396414.html,Metronidazole - I have been prescribed Flagyl for a diverticulitis flare up. I have had chills....,... and nausea each time that I take this medication and have read that that is one of the side effects. Has anyone had this experience? If you have can you please comment on what your doctor substituted the Flagyl with? Thank you I am very frustrated and hope someone can provide some answers 
Migraine,https://www.drugs.com/answers/excedrin-migraine-long-excedrin-system-2992252.html,Excedrin Migraine - How long does it take for Excedrin to get out of my system??,... Becauae i need to take other meds that I can't take with it 
Nausea / Vomiting,https://www.drugs.com/answers/bupropion-generic-cipla-side-effects-3184303.html,Bupropion - Generic Cipla side effects?,"Pharmacy switched my generic to Cipla brand and I've had excruciating headaches, nausea and feeling just ""unwell"" and itchy, but also painful bumps on my skin... Wondering if anyone else has noticed any weird effects when switching to this generic. "
