disease,postLink,postHeading,postContent,postTags
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/19017/constipation-with-inconsistent-symptoms,Constipation with Inconsistent Symptoms,"I've been having some inconsistent symptoms of varying severity that have left me unsure whether or not to seek out medical help. A few weeks ago, I suffered from diarrhea. It's not uncommon to suffer from constipation for a while after that, but this time constipation lasted for a little under a week before diarrhea happened again, followed by more constipation. I decided to improve my diet by consuming a lot more vegetables, fruit and fibers. This has resulted in the symptoms being less extreme (no more diarrhea), however, my stool is still very inconsistent (some days with no stool, others with up to 3) and there's less than there used to be. This situation has been going on for some weeks now, with less extreme symptoms than before, but no further improvement. Is this something that'll clear itself up by keeping up a proper diet or should I really just speak to a professional?",Constipation
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/19264/experiencing-digestive-problems,Experiencing Digestive problems,"Recently I started taking a tbsp of apple cider vinergar with 8 to 10 ounces of water and lime. every other day for two weeks. I stopped because I started having symtoms of bloating, gas, loose bowels and blood in my stools. What problem have I developed?",
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/19109/stomach-left-in-disarray-after-prematurely-ending-antibiotic-course-read,Stomach left in disarray after prematurely ending antibiotic course (read),"Ok, bare with me, this is a bit long winded... I've had a history of stomach problems going back through recent years -  it can be extremely sensitive at times which mean I'm often needing to his the bathroom with the runs. Polyps near the end of my large intestine have also led to bleeding from my rear end, which is always fun... So I recently incurred an ingrown toenail on my left big toe which became infected shortly after. As a result of the infection, I went to my local doctor and was given a prescription of Erythromycin antibiotics, which lasted a week and ended on Saturday just gone. The toenail seemed fine after the course, not paining me, so I thought it would be ok to walk around on it as normal. The following Tuesday, pain had returned. a quick examination of the toe led me to believe that it had again become infected, as there was a yellowing of the skin in behind the nail. I again returned to my doctor who this time prescribed a stronger dose of antibiotics called flucloxacillin. I began taking them without thinking there'd be any side effect. The flucloxacillin began to throw my stomach for 6 - I was fine for the first day, but thereafter was experiencing diarrhea 3/4 times a day. I thought this a normal symptom, but it ended up getting so bad that halfway through the course I found myself with a pot of blood underneath me after a trip to the bathroom. I decided that taking the antibiotics were doing more damage to me than they were worth, so I stopped taking them at the halfway point and saw a podiatrist about my toe instead.  The podiatrist did the trick, but unfortunately the antibiotic has left my stomach in disorder. I stopped on Saturday and it is now Thursday and I've had persisting diarrhea (through not as frequent, maybe 2 times a day) and bloating/sensitive stomach since. Thankfully I haven't bled out since, but the stool has had a sloppy consistency and contains remnants of what I've been eating including peppers, nuts, corn etc. Today I had a case of orange stool, which a quick google told me isn't exactly a good thing. I'm starting to get a bit worried but I don't exactly have the money to be going back to the doctor a third time unless I know It needs attention. So obviously the internet can help...right? Does anyone know what I might be dealing with?","IBD , Bloating"
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/19398/h-plyri-infection,H plyri infection,Yes I was diagnosed with h plyri infection in my stomach and was wondering if that's what's causing the pain in my left side and back and sometimes right side a lot of gas and a lot of bloating throughout my system and some burning in my throat I had a nieces procedure done eight years ago due to acid reflux's so I'm just trying to figure out what's going on,"GERD and Heartburn , Bloating"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/7208/unexplained-testicular-atrophy-at-23,Unexplained Testicular Atrophy at 23?,"Hi guys,  My question is quite the difficult one but I'm hoping someone can help me and shed some light on what can cause this, whether its normal, and what I can do about it.  To start with, I'm a 23-year-old male, standing around 5 feet and 3 inches tall, and I am slightly overweight - weighing about 12.9 stones (Or 180 pounds)  Around 2.5 years ago I had a severe case of Epididymitis in my left testicle which, by the time it was diagnosed had already caused damage to that testicle, and subsequently lead to testicular atrophy in the left side, and has left me with poor blood flow to the bottom half of my left testicle according to my Urologists who have done endless blood tests, blood flow scans, Ultrasounds etc...7  Shortly after this problem began to get better, I started getting pain in my right testicle, and despite the fact that every single scan and test has come back completely clear for the right side, my testicle on the right appears smaller and lighter than it used to be.  The 4 Urologists I've seen about this, including one whom carries the name of Professor have all said that the right testicle looks fine both inside and out, and it is around the wright size for my age, height and weight, however I know for a fact that this is not the case, as I remember it used to be bigger and a lot heavier than it is now.  Throughout my life I have been taking a medication called Atomoxetine for the treatment of ADHD. One of the side effects of this medication was that it would always cause my penis and scrotum to retract as if they were extremely cold all the time throughout the day - causing me to have to take hot or warm baths to temporarily solve this. It actually made it quite uncomfortable, and the surface temperature of the skin on my penis and testicles was quite cool as if not enough blood flow was getting to them. Stopping the meds has obviously solved this.  From time to time I get a tingling feeling in my scrotum, and my testicles quickly retract for a while, and only seem to go back to their ""loose"" formation when I'm very warm such as when in the Sauna or a hot bath. They then go back to normal.  My sex drive has not been affected as of yet and I can still have sex perfectly fine. I'm not so worried now about fertility since my fiance is now pregnant with our first child, but the size of things down there is really starting to bug me.  I have also gone to the extent of purchasing an Orchidometer, which doctors use to determine the size of testicles, and my right one does measure almost exactly the top size, which is 25ml and according to this, this is the normal size for an adult testicle, but things still feel a lot lighter and smaller than they used to be. My issue is that things used to be larger than they are, and there seems to be no evidence of any issue which could have caused the right side to get smaller, and yet I notice it quite a lot and notice that its not only smaller, but also a lot lighter than it used to be.  I've discussed the use of Clomiphene to my Urologists, which is a hormone used in women mainly, but can reverse testicular atrophy, but none of the 4 Urologists seem to think this is necessary.  So far I've had several ultrasounds by several different Urologists, physical examinations, blood flow scans and also had blood tests to see if I have the right amount of testosterone and growth hormone, follicle stimulating hormone, Luteinizing hormone etc... - all of which show normal results.  What on earth could this be? What can I do to reverse the atrophy (if anything) and what on earth could be causing it?  Thanks in advance!",Men's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/7604/moles-on-inner-vagina-lips,Moles on inner vagina lips?,"I have these ""moles"" on the inside of my vagina lips. Not sure what they are. Ive only started to be concerned now because I'm starting to get more of them. Can't find answers or anything similar online. Please help!!",HPV/Genital Warts
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/7748/flaccid-retraction,flaccid retraction,"is it normal for a flaccid penis to retract, leaving only the skin and the head?",Men's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/7743/lack-of-sexual-desire-with-girlfriend,Lack of sexual desire with girlfriend...,"Hello, I'm a 17 year old girl. I have been dating my girlfriend for almost a year and a half and for the past few months I have had absolutely no sex drive. We started having sex a couple months into the relationship, and we did it every single day. She was the first girl I had ever had any type of sexual relationship with, and we were ALWAYS in the mood. After the ""honeymoon stage"", we started getting a little used to each other and argued more. We have definitely been through a lot together, but we have always stuck it out and came out better than before. For the past few months, I have had absolutely no sex drive. It's to the point where I hate even changing my clothes around her because I don't want her to want to have sex. I have struggled with depression for most of my life and it's always been a struggle for me. Around the time I started dating her was when I first started taking antidepressants. I'm still taking them, and she's convinced that those are the culprit. She has a constantly high libido and a constantly low self-esteem, so you can see how this might be affecting the both of us. I love her a lot; I know that might sound naive for my age, but I do. I've never felt such a connection with anyone else and I love my relationship. I just can't seem to ever want to have sex with her anymore. I love her body and I don't really have any issue with my body either when it comes to sex. She suffers from depression as well, and this is hitting her very hard. I feel so horrible and I don't know what I should do. I'm sorry this was so long.. please help :(",Women's Issues
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/8144/discomfort-under-my-rib-and-skin-problem,Discomfort under my rib and skin problem.,"Greetings! I'm 18 years old male with a long-lasting problem that I'm very hopeful you can give me some advice on. Here's how it went. About 2 years ago I've noticed cracked skin on my hand. Since then it's always cracking more with the exception of when I apply an ointment to it, after which it heals the skin for a bit. If it matters, ointment that I use is a local one with galipot as it's core component. About half year ago I did some tests on the matter: complete blood count, biochemical blood analysis, syphilis blood test, several different urine tests. Only values out of the norm on the result of these tests were AST and ALT activity level: 106 for AST, 196 for ALT. I then went for an ultrasound examination that have found me to have cholecystitis, with only other unusual notes being that bile echogenicity is slightly increased and there is a bend in the bottom part of the gallbladder, no stones or anything else unusual was detected. I also did test for HIV, Hepatitis A, B and C. All results were negative. Around 4 months ago, a noticable activity started taking place under my right part of the ribs: sometimes there's something moving or contracting, also a general feeling of tension around this area. There were no acute pains for that whole period. Since then the state of the skin on my hand was only getting worse in proportion to discomfort under my rib. Then around 3 months ago I started the following course of treatment in hopes of curing cholecystitis assuming it's the only problem: Allochol - 1 tablet after a meal 3 times a day; Silymarin(Silybum Marianum) 140mg - 1 capsule 3 times a day; Drotaverine - 200mg distributed for 3 times a day; Pancreatin - 2 tablets with a meal 3 times a day; I did that for a week and it was the first time the skin on my hand was getting healed on its own without the use of ointment. The feeling under the rib also got better, tension was gone and there were little to no contractions or any signs of movement. I then took a break for about a week and the symptoms began to return. After I noticed that, I returned to the same treatment plan, but this time it didn't seem to help that much after a week, discomfort considering skin and the tension around liver was slowing down but wasn't completely reversed this time. But I was adviced that it requires couple of months of this kind of treatment to take effect, so after a similar break of about a week I started taking these medications again, only this time plan was a little different: Allochol - 1 tablet after a meal 3 times a day; Silymarin(Silybum Marianum) 140mg - 1 capsule in the morning; Drotaverine - 120-240mg only when there are noticeable contractions at gallbladder area; Pancreatin - 1-2 tablets with tougher meals; After 1.5 weeks of this, the effect, again, was little and symptoms were only slowing down a bit. I did this for another 3 times, 1.5 weeks each, with around a week in between each. Each iteration it seemed like it was helping less and less, and definitely didn't seem like it was on the way of completely reversing the symptoms like it seemed initially. The general pattern is that under no medications my hand skin and area under the rib are in a very tough state, and with these medications its only about half as bad. Symptoms at current point in time consist of: general constant feel of tension, contractions or movement, sometimes burning - all that regarding area under my right part of the ribs, also rarely all of these symptoms can be felt in my chest for a small amount of time after which they return under the rib. I only had one noticeable bit of acute pain at gallbladder area in this whole period of time 2 weeks ago. The state of my hand skin correlates directly with discomfort under the rib. It cracks from time to time and when it does it also burns and itches. When I'm taking Drotaverine there are little contractions or any kind of movement, but it comes back if I don't take it. Other drugs on that list relieve general constant feel of tension and sometimes occuring burning under the rib. But they're still there, only little less while taking them. Overall, I don't seem to be heading on my way to recovery at all with current actions. So far it is only getting worse and I'm not even sure that cholecystitis is the only problem here. What would your professional advice be in this situation? Please help and I will be eternally grateful to you.",
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/22639/what-is-causing-this,What is causing this?,"I have only experienced this twice, but one time I took Zeal, a ""safe"" energy booster and I felt sick for the next two days with flu like symptoms, but no fever. Throwing up, diarrhea, body aches, and nausea. That was a little over a year ago. The other day, I had two coffees one in the morning, one in the afternoon (I normally only have one, but I'll do two occasionally), but we also celebrated a birthday in my class (I'm a teacher). At which point I ate cake and some snacks with my students. The following day, food sounded revolting. I finally convinced myself to eat something and threw it up six hours later. I had nausea, body shakes, and diarrhea once again, but no fever.  What could this be?",
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/7741/bleeding-during-sex-not-after-during,"Bleeding during sex...not after, during.","So I am on the pill and have been for about 6 years now. I've been taking this particular pill for about a year. The last two times I've had sex, I've bleed. It's not a lot and it stops after penetration, but it's scary and makes me not want to do it anymore. I have been tested for STI's and am currently taking an antibiotic for BV...the doctor told me this could be the cause, but I'm not sure. There is no pain during intercourse, but the bleeding freaks me and my partner out.",Women's Issues
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/3141/my-heart,My heart,"Lately I've been having crushing chest pain with and without shortness of breath .... My blood test are coming back with high CK , ck-mb and myoglobin levels but not tropoinon levels they were normal ... My stress test showed an abnormal radiotracer uptake in the apical territory and a thinning of my apical artifact ... I've been researching this and it's been brought to my attention by someone at the hospital that I'm in heart failure but my doctor's won't tell me the truth ... Should I be concerned because I've had a previous heart attack 17 years ago and in only 39 what should I do ... I've also had high blood pressure since I was 21","High Blood Pressure , Heart Failure , Heart Disease"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/7085/herpes-question,Herpes question,"I was wondering, can you get herpes if you're both clean/diease free, or does one partner have to have it in order for you to catch it?",
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/2969/funnel-chest-questions,Funnel chest questions,"I've always been insecure about my funnel chest, but I've never been aware of the health issues. I've always been a healthy young woman and I've always had trouble keeping up with the pack exercise wise. In middle school and high school I could never run a mile on time because it hurt my lungs and heart. Is this something that is caused by my funnel chest? I would like to know because if I am going to be able to do any cardio the rest of my life I would like it to not hurt.",
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/7140/a-typical-cells-and-hpv,A-Typical cells and HPV,"Hi there, So a few weeks ago I had the mirena inserted, whilst there I had a pap smear, I was on the 4th day of my period at this point, today I received a call from my gyne saying that 'they had found a small amount of a typical cells but that he doesn't think its anything to worry about'. No mention of HPV or anything of the sort. Of course I googled it and I would really like to know if I have HPV (even though I had the vaccinations years ago) or if its just a result of the time of the month, use of tampons etc that caused this 'small amount of a typical cells'. Please help? Should I be worried","Women's Issues , HPV/Genital Warts"
Heart Health,https://messageboards.webmd.com/health-conditions/f/heart-health/3152/elevated-troponin-normal-heart-cath-scan,"Elevated troponin, normal heart cath scan","I recently returned from a trip to the Philippines. Three days after returning, I developed diarrhea and a fever of around 100 F. The following day, I also added a stiff neck and headaches, especially if I moved my head too quickly. I went to see my PCP the next day and started Flagyl and Cipro. That night, I was very restless and had a jaw pain in my lower jaw and a tense feeling in my upper chest. The symptoms returned, but much more severe the next day and I went to the ER. My bloodwork showed 'significant' elevation of troponin and the cardiologist insisted on doing a cardiac catheterization right then. It showed no blockages and I was released.  I have since had two more episodes with the lower jaw pain and some upper chest tension/tightness. My fever and headaches are gone, still some diarrhea but quite a bit better.  I'd appreciate any thoughts on what tests to request from my doctors next or any ideas on what I might have contracted. I should note that we are waiting on results from blood infection cultures and stool sample.",
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/7037/mole-or-wart,Mole or wart,I have these two or three what I thought were moles on my penis area I never paid them much attention thinking they were moles because I have moles on other parts of my body. Should I go to see a doctor or should I not.,HPV/Genital Warts
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/6993/biokit,Biokit,"Can you tell me where I can get a Biokit HSV-2 Rapid Test in Colorado, preferably Colorado Springs?",Genital Herpes
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/7021/how-much-do-you-know-about-stds,How Much Do You Know About STDs?,"It’s the last week of STD Awareness Month, so we thought we’d test your knowledge.  From whether or not you can get herpes from a toilet seat to what a negative STD test means,find out how much you really know:    How’d you do on the quiz? Anything surprise you?","Chlamydia , Women's Issues , HPV/Genital Warts , Men's Issues , Gonorrhea , Genital Herpes"
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/14057/sibo-chronic-stomach-issues,SIBO? Chronic Stomach Issues,"I've been having issues for awhile of Urgency, Constipation, Diarrhea, Super Excessive Gas. My back would burn and my insides would feel super inflamed. Ive tried IBS Diets and it seemed to get worse. I had endoscopy/colonoscopy/MRI. Nothing abnormal. I was supposed to get a breath test for what I assume they were check for SIBO but insurance will not cover the test anymore.  When I quit the IBS diet and went back to just selective eating weird things have happened.I started drinking milk again and all the burning in my back went away. Let me also state the fact that I've drank Milk all my life, nearly 1 gallon every few days but now too much extremely hurts but 1 glass every few days makes my inflammation stop. I still have Excessive gas but my body is doing a thing where Ill be constipated and have excessive gas and then it will feel great for 2 days then Ill have diarrhea? SIBO symptoms make sense because ever since this started happening I have gotten eczema which I've never had. Joint pain, Fatigue, bloating. all of the above. So I will list some things out that confuse me.  Symptoms feel better if-  I don't eat but one meal a day. Drink a glass of milk once every few days. Be active or while working out. If I eat fast food. Mcdonalds, Taco Bell Symptoms get worse if- I sit down my back starts to slightly burn If I lay down my gas gets crazy excessive and my stomach gurgles for a couple hours.  If I eat Cooked white meat.  Any ideas if this would be SIBO or could it be something else? Im also Healthy (besides this issue), Dont Drink, Dont smoke nor do drugs, Active, 170lbs, 6ft, 3% Body fat.","IBD , Irritable Bowel Syndrome , Bloating , Constipation"
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/14068/side-effects-of-colon-surgery,side effects of colon surgery,"I would like to ask anyone who has had colon section surgery, how long did your side effects last? It has been almost 3 weeks & I am still having severe gas, bloating, cramps, & no appetite.",
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/13700/bile-reflux,Bile Reflux,"I have been having some stomach issues for a few months now, but they've started to get really bad in the past few weeks. I throw up practically every day, and I usually only vomit bile even if it's immediately after I eat. I don't really feel bad otherwise, but it's just starting to get annoying because it hits me out of nowhere at all times of the day regardless of what/if I've been eating. I'm trying to get an appointment with a GI doctor, but the earliest they can see me is November. I was tested for celiac disease and it was negative. I've been taking Prilosec for a few weeks, but there has been no improvement. Does this sound like bile reflux or something else? I'm trying to figure out if it's worth making a trip to the ER the next time it gets bad instead of waiting four more months to get it taken care of. Thanks for your help.","GERD and Heartburn , IBD , Bloating"
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/5713/blood-in-stool,Blood in stool,"I just had blood in my stool and I am wondering if I should see a doctor. It was a large bm that came on suddenly, and was otherwise healthy (a little loose but not runny). At the end I noticed what looked like menstrual blood (but it's not) on top of the loose stool in the toilet. Then the same thing after a second pass. Dark red blood. I have cramping in the lower abdomen but no pain or tearing in the anus. I do have IBS. Last year I was having similar problems with intense cramping and occasional blood so I went to the doc. She did a fecal occult and it came back normal, but two days later there was bleeding like I stated above. She said it was nothing to worry about but didn't explain. I went to a second doc because she was no longer in my network to follow up and they did an abdominal ultrasound which was normal. I don't want to waste my time or anyone else's by going to yet another doc, but am concerned about the bleeding. Also intense fatigue after this last bout. No fever. Some flushing. Over the past week I've been getting hot and cold flashes and my heart feels a little heavy and I've had a couple dizzy spells - maybe worth mentioning but maybe not related. Otherwise healthy female, normal weight, early 30s. I just want answers. The internet says to go to the doctor but as you see, the last times I went everything ""seemed fine."" Advice?",
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/13278/long-term-pinworms,Long term pinworms,"I heard that if I'm a carried or pinworm infection (comes & goes for about 20 years, just now realizing the problem) that now besides living in my blood they probably live in my brain. And when therapy to kill them, creating toxic in the brain that cannot escape- could make me have seizures. Truth to this line of precaution?",
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/13043/my-gall-stone-experience,My Gall Stone Experience,"This is my story, Ive been sick with abdominal pain for about two years. I do see my doctor about twice a year. My symptoms were extreme pain in center right , projectile vomitting and painful bowel movements, sweating ,light headiness feeling faint. Low blood pressure and I usually run high about 135/90. It would drop to 100/80 . I wore a heart monitor for months all the that they saw was a rapid heart beat and I was told they were anxiety attacks and to take xanax . A week ago I started having symtoms above combined with a distended belly, I went to ER and just by examination a Doctor ordered me to a ultra sound . My pain was severe and about a 9. They took blood and put me on antibiotics for an infection with non opiate pain meds and medicine to stop naseau . The pictures showed a large stone in an enlarged gallbladder and its causing the infection they see in my blood. My pancreas is also hurting. Im awaiting my appointment for surgery. The Dr. said some of the symtoms were not typical. Im hoping my story may help someone in a similar position.","Irritable Bowel Syndrome , Bloating"
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/13145/abdominal-swelling,Abdominal swelling,I have abdominal swelling and discomfort/pressure in my lower abdomen left side and back every time I eat. The symptoms start 30 to 45 minutes after eating and will last until a bowel movement occurs and or a laxative is taken. It can be days or hours with the symptoms. I have cut way back on any food intake but sometimes get dizzy which forces me to eat. What can be causing this pressure? It been coming and going for six months and keeps getting worse each time. Are there and home remedies to relieve the abdominal pressure?,
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/13362/gerd-food-intolerance-or-something-else,"GERD, food intolerance, or something else??","I am a 23 year old female, I am fairly healthy and active. Recently I was prescribed antibiotics and soon my chest was hurting. I went to the convievnt care to see if I could get off the antibiotics because my chest was hurting. They identified that it wasn't my heart and said if I wasn't better than come back.  A week later I was still having problems, the convient care prescribed me omeprazole and did a EKG that came back normal. The dr. Said take for two weeks and if not better than go to primary care.  It's been 2+ weeks later and I my stomach/ chest is still in on and off heart burn like pain. I am gassy, cough up mucus, and have weird stomach sounds.  What is going on!! I thought maybe a food intolerance but idk....",GERD and Heartburn
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/6939/pls-what-is-this,Pls what is this?,A guy gave me this in 2014 and I've been quiet now I'm so curious. I want to all hjm. Thoughts?,"Chlamydia , Women's Issues , HPV/Genital Warts , Gonorrhea , Genital Herpes"
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/6938/pls-help-what-is-this-and-how-do-i-treat,"Pls help, what is this and how do I treat?",So I had sex with this one guy in 2014 and since then I've had these potusions. You pls what are they? I've been quiet for these years but I can't help but to be curious. Should I also tell him since I haven't been with anyone since him. There was a time after having sex with him that I had barthloin cyst another time my whole vagina was in flames. So I believe he has some kind of something. Thoughts??,"Women's Issues , HPV/Genital Warts , Genital Herpes"
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/14087/possible-sibo,Possible sibo,"I'm 25 yr old male always had good health and digestion, about a year ago my digestive regularity started going downhill, and now overall energy,focus,libido,motivation are very low. I've spent more money than I should on supplements which I can't tell have done anything. 2 things I can't figure out are that probiotics always used to work and make me feel great,but the effects have diminished since I started taking them. Now I recently took a whole bottle of probiotic about 3 trillion cfu and felt next to nothing. The other thing was that I took a combo of different natural antibiotics a couple months ago, oregano oil, acv in water, and garlic over a period of several weeks, and got a strong herx reaction for 2 days. I ran a fever, had severe aches and flu symptoms, weirdly libido was very strong during this. After symptoms were more or less the same. I've been through several cycles of trying to kill bacteria in case i have sibo, then adding a ton back in with fermented foods and supplements. Just would like to know if anybody has experienced these things and think sibo? Bm are usually constipation but still loosely formed. Lots of malabsorption and occasional diarrhea, never have any pain/bloating/gas associated with sibo though. Thank you if you read any of this. Ck",Irritable Bowel Syndrome
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/18749/dealing-and-being-too-sensitive-because-of-gerd,Dealing and being too sensitive because of GERD,"I think I've been suffering from GERD since I was either in elementary school or high school not quite sure because I've only figured out why I've been suffering and having stomach pain whenever I ate and it's gotten to a point where I would vomit and have bad breath. I've only been diagnosed when I was around 16 and now I'm going to turn 24 in a few weeks. I've been prescribed pantoprazole and used to take it on the daily, but since I've asked a nurse she told me I can just take it when I am in pain.  Whenever I exercise or have migraines, I feel so much pain I get nauseous and vomit every single time. And it has happened twice within a few weeks. And every time it happens I take 2 within a few hours. I get so much pain I sometimes cannot even drink water nor eat, and I get so much anxiety and cannot sleep at night. yet today I was able to drink water but it took me until 1 pm before my pain was gone after vomiting at 9 am and 5 pm before I was able to just eat 2 eggs that I was supposed to eat in the morning.  I also sometimes try to avoid food and drinks I am not supposed to eat that can trigger GERD, but sometimes it gets hard to live this way. I am so tired of suffering this way and having a hard time eating and drinking anything I want like anyone that doesn't suffer from GERD. I don't know what to do anymore. What should I do? I feel like it will never go away and it causes me anxiety being scared I'll be in pain again. I know it won't ever go away which upsets and annoys me so much.  How do you eat when you are in so much pain? is it okay if you eat less but drink a lot of water? what should I do about my situation? how do you cope with this? does anyone else get anxiety and either vomits naturally or even forces it in order to get rid of the acid from your system?",GERD and Heartburn
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/6965/need-more-information,Need more information,I was just diagnosed with herpes 1 and 2... if I have no out break and use condoms can my partner still get it ??,Genital Herpes
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/6949/yellow-watery-semen,Yellow watery semen,"I have a issue , I had clear watery semen for a few weeks now over the past two weeks it has turned into yellow watery semen during ejaculation, I have no other symptoms and I masterbate frequently .",Men's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/7056/vagina-itches,Vagina itches,My Vagina itches really bad and I have these little white bumps or spots in my vagina. I've had sex with a latex condom which I forgot I'm allergic too. But I don't know if I should just wait it out or go to a doctor,Women's Issues
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/18879/low-testosterone-in-women,Low Testosterone in Women,"I am 37, had one ovary removed because of a cyst and my tubes tied after 2 successful pregnancies. The past year and a half (after my second child) I have been battling mood swings, lack of conviction to get things done, tired all the time, heavy periods, and can not lose weight at all. For years before that, I have no (and I mean none) sex drive and when my husband and I are together it hurts badly (even after lubes) Two OBs have told me that it's just post-partem and then I recently found out that I have very low testosterone. My dr said normal levels for women are between 8 and 60 and that I am below 7, but she said that testosterone replacement isn't the healthiest for my heart and liver and she can't seem to find anything detrimental to my health because of the low levels. I can deal with my moodiness, periods, and even my weight, but my husband is understandable not thrilled that my libido may never increase so that we can have any semblance of a sex life. Can I be pre-menopausal or is it only my testosterone....and if it is only that, why would it happen? My OBs have never even mentioned pre-menopause, but researching it on here, it seems to fit (as well as the low testosterone levels). Is there anything I can do about my symptoms? At least the sex thing? I keep hitting dead ends and unconcerned doctors so I figured I'd take a shot on here because this is frustrating! :-(",Women's Issues
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/32382/does-any-one-condition-explain-all-my-symptoms,Does any one condition explain all my symptoms?,"im a 23 year old female.  For 3 years I have been under investigation with gastroenterology, gynaecology, cardiology & physiotherapists with no answers. I have IBS like symptoms, mostly pain, urgency & diarrhoea, with no diagnosis so far, currently investigating Crohn’s. I have heavy, painful, too frequent periods, currently awaiting a laparoscopy. I have heart palpitations & chest pain, fatigue, muscle aches, allodynia, joint pains & migraines. I struggle to sleep & concentrate. Could this be one condition or multiple?",Irritable Bowel Syndrome
Sexual Health & STDs,https://messageboards.webmd.com/health-conditions/f/sexual-health-stds/14020/oral-std,Oral STD,"I'm worried I may have contracted an oral STD, specifically pharyngeal gonorrhea. I had unprotected oral sex with another man (fellatio) on July 18th. The whole thing didn't last very long (1-2 minutes tops) and he didn't ejaculate in that time. By July 22nd (approx. 3-4 days later), I had a sore throat and it hurt to swallow, and when I looked, my left tonsil had started to swell and there were white patches on it. Other than that, I had no fever or any other symptoms of anything. I waited until Tuesday the 25th to go to the doctor because by that time, it had spread to the other tonsil. I didn't mention the encounter ( didn't feel comfortable about it), but she tested me for strep A, which turned up negative. She prescribed me amoxicillan to help with the infection, and I've been taking that three times a day since. The swelling and patches have gone down, but I'm still concerned over whether the amoxicillin will cure it completely if it wasn't standard strep or tonsillitis and is, indeed, a STD.  I know unprotected sex always carries these kinds of risks and the best way to know for sure is to get tested, but I'm curious: 1. What the likelihood of contracting this would have been for me given the circumstances, 2. Would the amoxicillin affect a throat culture result if I went and got tested, and 3. How long after finishing the amoxicillin should I wait to go get tested if it does indeed have an effect on the results?","Men's Issues , Gonorrhea"
Digestive Health,https://messageboards.webmd.com/health-conditions/f/digestive-health/32469/what-is-wrong-with-me-unable-to-eat-solids-after-epiglottitis,What is wrong with me? Unable to eat solids after epiglottitis.,"Three weeks ago I fell ill with a foul taste in my mouth which progressed to numerous canker sores on my tongue and throat. I had vomiting and a headache with it. The ENT doctor hospitalized me in the ICU for epiglottitis. I was given large amounts of steroids and antibiotics to keep my airway open and fight the infection. I was released and thought I was on the mend. I was placed on a prednisone pack and amoxicillan/clavox. I still had mouth sores but was able to eat at least one good meal a day. About 5 days after my release, I began vomiting and I felt like water was coming up in my throat when sitting still. Also I started gagging when attemting to eat solid food. The doc put me on a prescription ulcer med saying the steroids had created ulcers. Two days later, I was in the hospital being hydrated. I was placed on carafate and zofran. I felt better for two days even though I could not swallow whole food. It would cause gagging which led to vomiting frothy liquid. Back to hospital I went after 4 days of vomiting. I got out this afternoon and vomited after i tried to swallow a saltine. Why can I not swallow food? Are my doctors missing something? How can I control the nausea? Thanks in advance for any help. I have lost 30 pounds in 3 weeks and have not had solids in 7 days.","GERD and Heartburn , Ulcers"
